Logon_Count_Daily,After_Hours_Activity_Pct,Remote_Access_Count,USB_Connect_Count,File_Copy_To_USB_Count,Sensitive_File_Access_Count,Email_Sent_Count,Email_External_Recipient_Pct,Email_Attachment_Total_MB,Web_Tech_Count,Web_Social_Count,Web_CloudStorage_Count,Web_Sus_Count,Print_Jobs_Count,Fail_Logon_Count,Label,Is_Anomaly
2,0.07242607975926435,1,2,0,3,33,0.26512658181527216,2.565794763948635,33,4,2,0,0,0,Benign,0
1,0.06892409885766056,0,0,1,6,18,0.25974116538591063,9.445075485295808,41,8,3,0,1,0,Benign,0
3,0.2727976863712901,1,1,1,6,28,0.27947420673083423,8.841347443065683,40,7,4,0,2,0,Benign,0
1,0.6450767713708617,6,3,264,588,10,0.8336731731206526,145.10254467915317,21,5,182,1,44,1,Attack_DataExfiltration,1
3,0.024345593031779283,0,0,0,3,30,0.2394474619105249,2.293944145422321,44,8,4,1,2,0,Benign,0
1,0.08917484419649858,0,0,0,7,39,0.43657578190911134,3.015538377999041,41,13,1,0,0,0,Benign,0
3,0.02371175526053327,0,0,1,3,23,0.2688528309269697,3.9148979785357714,45,13,1,0,2,0,Benign,0
3,0.14442838992036683,0,1,2,5,16,0.11813705919619442,3.7608799899239536,39,12,1,0,0,0,Benign,0
2,0.5004669321488143,6,6,254,576,23,0.8227118943064402,114.64659036336796,16,7,179,2,57,2,Attack_DataExfiltration,1
2,0.054095249024663866,0,0,0,5,35,0.18518868350095022,2.7435156614034524,46,5,1,0,0,0,Benign,0
2,0.6904865259624774,11,7,236,608,16,0.7859896679586412,221.40762128500646,20,1,176,2,61,0,Attack_DataExfiltration,1
3,0.009174436313166555,0,1,0,3,31,0.11033384381991375,1.6117845813526805,36,12,1,1,1,0,Benign,0
4,0.06711035726962515,1,0,0,2,26,0.1403385541179128,4.04693804565774,43,7,1,0,0,0,Benign,0
3,0.01547030578095172,1,0,1,1,24,0.14676024779135802,2.813706384913672,38,13,1,0,0,0,Benign,0
1,0.026131084048297427,0,1,0,2,33,0.1744501524221255,0.5576914514736756,44,12,3,0,3,0,Benign,0
2,0.011195748924517503,0,0,0,6,31,0.11135484052775893,3.9616085481653283,41,10,4,0,1,0,Benign,0
2,0.7005805324034218,3,3,247,584,12,0.9558843922286064,254.33711941606612,9,3,188,2,67,1,Attack_DataExfiltration,1
1,0.020117882504294162,0,0,3,5,25,0.26683333895338585,6.568198794582526,49,11,2,0,1,0,Benign,0
1,0.0447889862100025,0,1,0,10,23,0.05782703237651009,1.3373509136126782,40,16,2,0,3,0,Benign,0
1,0.0198350375726729,0,0,1,6,21,0.11959179955725743,2.243030450219159,37,12,0,0,0,1,Benign,0
4,0.42903537210950193,5,0,0,7,6,0.04294310261557777,2.7436628605276647,101,6,1,9,0,25,Attack_InsiderSabotage,1
1,0.08158208956398066,0,0,0,5,29,0.06033797774983917,18.083088963777378,24,15,1,0,0,1,Benign,0
3,0.8089536384534339,1,0,0,9,5,0.16252992017963241,2.240144191174544,118,9,0,21,0,28,Attack_InsiderSabotage,1
3,0.013617441503627068,0,0,0,7,21,0.228096593196247,2.722645657034123,44,14,0,0,0,1,Benign,0
1,0.7367600518469204,7,9,222,618,9,0.7003735557040094,79.65764420003896,22,4,182,3,46,3,Attack_DataExfiltration,1
1,0.03518979088371042,0,0,0,2,30,0.17621841651749615,1.6955177662070633,58,10,3,1,3,0,Benign,0
2,0.027923784348640446,0,1,1,4,26,0.17728058918925255,3.9126557778764095,48,16,1,0,1,0,Benign,0
1,0.013714213677819703,1,0,0,4,28,0.1788133643059457,1.2965421870657932,35,8,3,0,0,0,Benign,0
1,0.020236065391166166,0,0,0,9,24,0.3412597964011215,15.582974749753625,43,10,3,0,1,0,Benign,0
2,0.7808675562342796,6,2,265,577,22,0.8755553040198593,117.94008746035955,19,5,168,0,45,1,Attack_DataExfiltration,1
2,0.0031840135693112196,1,0,1,8,21,0.11292266010311351,8.24497159617646,30,12,5,0,0,0,Benign,0
1,0.07909263821653831,0,1,0,1,21,0.1885038381174668,6.363870636094283,33,10,4,0,1,0,Benign,0
1,0.0407284294707702,0,0,1,6,30,0.10019499982274778,1.4661051657062263,41,8,1,0,4,0,Benign,0
1,0.017144956798694072,0,0,0,4,25,0.07424116687767247,0.7965158553818424,47,12,1,0,0,1,Benign,0
2,0.12322666478243613,0,0,0,6,18,0.04509569239245396,1.4867122850235719,51,8,1,0,0,0,Benign,0
2,0.7208615020881532,6,5,250,600,16,0.8983199346981032,73.21912617725789,22,3,180,3,67,0,Attack_DataExfiltration,1
1,0.001686191398133413,0,0,0,2,19,0.07115675199620111,1.2233974830729555,44,15,5,0,1,2,Benign,0
1,0.024075482389624616,2,0,2,4,30,0.03379565961072589,5.0022565118946,40,12,0,0,0,0,Benign,0
3,0.00831084216880209,2,0,1,8,28,0.15860176975904922,0.7872347023932396,43,12,2,0,2,0,Benign,0
2,0.8471346965720097,3,12,256,575,15,0.8117854106246635,101.53813672844926,14,6,156,0,50,0,Attack_DataExfiltration,1
3,0.03684846657838109,0,1,0,5,28,0.2075328296997071,9.297018020242305,44,5,2,1,0,0,Benign,0
3,0.11267958971091052,1,0,1,3,21,0.28181129688198947,6.7576852852611395,50,9,1,0,1,0,Benign,0
5,0.09054728728816107,0,0,1,3,31,0.09071790055234595,0.9239472523689307,28,7,3,0,0,0,Benign,0
1,0.013812373787822137,0,0,1,0,23,0.37927821688289004,10.6577023018941,41,11,2,0,0,0,Benign,0
1,0.01558796694784151,0,1,1,3,28,0.3217495744101995,3.5291016293719455,41,8,1,0,0,0,Benign,0
1,0.01993021698752944,1,0,0,10,29,0.2627886870447879,2.6207837446509212,49,7,2,0,0,0,Benign,0
1,0.10836375402054771,0,0,0,5,27,0.31465670986378147,0.9198917129596837,40,5,0,0,3,0,Benign,0
2,0.039798873664040425,0,0,0,6,26,0.18917271657974855,2.175990237696698,48,8,2,1,0,1,Benign,0
3,0.012354774342857514,0,0,0,4,22,0.11927056794766175,17.041795282893634,52,13,3,0,1,0,Benign,0
1,0.06798254731427865,0,0,0,7,14,0.04164018871580816,7.441074522217555,41,11,1,0,1,0,Benign,0
1,0.052416296662956184,1,1,0,3,31,0.01861536850898702,0.4989945334639616,37,10,2,0,1,0,Benign,0
1,0.6012481379415232,11,5,254,618,9,0.8043885581078281,98.15760278178799,27,7,178,1,53,1,Attack_DataExfiltration,1
2,0.5564163000508631,5,1,0,11,7,0.18352446659629218,1.4058541320689113,79,5,0,17,0,27,Attack_InsiderSabotage,1
3,0.04777014490538728,0,0,0,2,24,0.043151925992070995,1.0134096304353541,47,8,2,0,0,0,Benign,0
1,0.0107108951042583,0,0,0,3,24,0.09353434577609775,2.035401405585492,36,13,2,0,1,2,Benign,0
2,0.00654322809452577,0,1,0,7,34,0.03957197106332751,8.36363070122865,36,15,3,0,2,1,Benign,0
2,0.42376742838356457,4,3,266,597,18,0.9440605883473453,270.6876671795194,20,6,160,2,39,0,Attack_DataExfiltration,1
2,0.0019812768518614027,0,0,0,2,33,0.06411096348496356,1.1523832100542397,25,11,3,1,1,0,Benign,0
2,0.13499498966346465,0,0,0,11,25,0.10384501406234344,2.7509515460594107,42,8,2,0,1,0,Benign,0
1,0.00463316361592231,0,0,1,3,27,0.040719298438193066,3.68549291594431,32,13,4,0,3,0,Benign,0
3,0.6548547863319004,2,4,240,595,7,0.7622457876712807,55.31109357710509,16,3,169,0,52,1,Attack_DataExfiltration,1
1,0.017843282035569674,0,0,3,9,30,0.114638888125885,7.33365302367649,53,18,0,0,2,0,Benign,0
1,0.009845021005057677,0,0,0,5,27,0.256305788014261,1.9328430088350037,34,10,3,0,2,1,Benign,0
3,0.7170164979090349,5,5,244,593,11,0.5156902318064012,47.954725541900515,22,2,177,0,43,4,Attack_DataExfiltration,1
5,0.00720660114784581,0,0,0,4,25,0.08504600159904813,4.211113023866637,41,13,0,0,2,0,Benign,0
1,0.012233620921830717,2,0,0,10,29,0.12053391635742358,23.507990744666472,36,13,1,1,2,0,Benign,0
1,0.003445368081717398,0,1,0,4,20,0.19218695122099477,1.4734435310436125,51,13,1,0,1,1,Benign,0
5,0.5493637011132688,3,0,0,12,4,0.017899064911970988,0.0813624999187642,114,4,1,12,0,22,Attack_InsiderSabotage,1
3,0.0008565654594597399,0,0,2,5,22,0.08899567362112548,0.9014956514864371,36,9,3,0,1,0,Benign,0
3,0.04557993509905317,0,0,0,4,24,0.25153649676801565,0.670796384315465,39,13,1,0,0,1,Benign,0
1,0.008755273528065863,0,0,0,6,25,0.17571264381361135,7.17098512767306,36,15,2,0,1,0,Benign,0
4,0.06166566090893408,0,0,1,3,25,0.023001303659656098,12.57554554957716,35,14,1,0,0,1,Benign,0
1,0.019490163408936646,1,0,1,5,24,0.0737109011559247,1.474354869211959,50,15,0,0,1,1,Benign,0
4,0.013684546244838613,1,0,0,8,19,0.14975224937417805,36.9666151409806,43,13,2,0,1,1,Benign,0
3,0.15473819433332567,0,0,1,5,24,0.2512942813776125,11.254382358990341,40,13,3,0,1,2,Benign,0
3,0.019667447644475377,1,0,0,6,30,0.047879849690875574,0.3007905512334917,44,10,3,0,0,1,Benign,0
1,0.009431633818827993,1,0,1,3,29,0.02545397786303962,1.620448241182576,40,18,3,0,1,1,Benign,0
1,0.10054652879982962,0,0,1,6,28,0.10486574115046109,2.0457245145935654,34,14,0,0,1,1,Benign,0
1,0.7857239214390432,5,11,246,596,19,0.7451914908027523,210.42477851836762,27,8,184,1,46,1,Attack_DataExfiltration,1
1,0.1567260314948507,1,0,1,3,23,0.035195602097379305,12.99398555717879,51,12,1,0,0,0,Benign,0
1,0.03799908931837842,2,0,0,4,20,0.19724907217138335,8.493753201527198,33,17,1,0,0,2,Benign,0
2,0.04225132265140327,1,0,0,5,26,0.04774035186753541,15.246721159805977,41,10,0,0,0,0,Benign,0
1,0.48129985535120123,3,12,259,588,16,0.7513119713366037,109.31950018776189,17,9,175,1,43,0,Attack_DataExfiltration,1
1,0.010453875251086212,0,0,1,5,32,0.16371456694925476,2.360141189455452,37,11,1,0,1,0,Benign,0
2,0.004723427592216221,0,1,1,3,26,0.09809008844498532,0.7625804158023282,37,11,1,0,0,0,Benign,0
7,0.33218048542361245,3,0,0,11,4,0.12303191682958556,3.520498541233674,99,3,1,16,0,13,Attack_InsiderSabotage,1
1,0.7175602763731858,4,7,275,606,16,0.8426306799030499,262.04660929432487,20,6,172,1,50,0,Attack_DataExfiltration,1
1,0.023151476107784143,1,0,2,2,21,0.3572480482713421,2.1078410261381886,39,9,0,0,1,0,Benign,0
2,0.06734102982759632,0,0,0,4,26,0.12416290326578289,9.421915269073418,43,7,2,0,1,0,Benign,0
2,0.034982579477150305,1,1,0,5,26,0.09869142449923539,0.42606290958790594,36,3,3,0,1,0,Benign,0
1,0.03661197627554229,1,0,2,5,20,0.07973949297222375,1.5789341885254768,38,18,5,0,1,0,Benign,0
2,0.1394966592519515,1,0,0,7,28,0.12449697429489712,0.23139103570016417,49,13,0,0,2,0,Benign,0
1,0.024781120263617028,0,0,1,9,26,0.04387664027544606,1.184436534222153,37,16,3,0,0,1,Benign,0
2,0.10461655333080187,0,0,0,4,32,0.206544966541627,4.471511371336889,39,9,2,0,1,0,Benign,0
1,0.004081288134927931,0,0,1,5,26,0.1600740215966471,8.487937645990474,39,10,2,0,1,1,Benign,0
1,0.00037857176503910094,0,0,0,4,38,0.24305304891894558,5.645804619072376,43,9,2,0,0,1,Benign,0
2,0.05238917233873805,1,0,0,8,24,0.19067007247972365,3.082123867836713,52,19,1,0,1,0,Benign,0
1,4.670964414795087e-05,0,1,0,4,17,0.22129101691937675,5.358691099161164,38,8,1,0,0,1,Benign,0
3,0.885304747061711,3,3,234,597,15,0.8209844120632755,173.7034720835247,24,6,168,0,46,0,Attack_DataExfiltration,1
2,0.07391356616554265,0,1,2,2,25,0.11887342235670087,1.5526684765725622,44,12,0,0,0,0,Benign,0
1,0.017717140498118435,0,1,1,9,21,0.21634864676629043,1.2357473305505458,45,10,1,0,2,0,Benign,0
3,0.03901564790399954,1,1,1,5,21,0.17310691119110613,5.256863018086058,46,8,3,0,1,0,Benign,0
1,0.11590434509538099,0,0,0,4,36,0.08692251409402296,2.7870288239469687,45,12,0,0,0,0,Benign,0
1,0.02358445778831248,0,0,0,7,21,0.20556906047812135,2.1041357970662324,42,14,1,0,1,0,Benign,0
1,0.520381374416046,8,8,257,598,16,0.7521801304210282,390.50036881464024,21,6,164,2,50,1,Attack_DataExfiltration,1
1,0.012520706147837426,2,1,0,6,17,0.0336106074152449,1.7245750746482569,38,12,4,0,2,0,Benign,0
2,0.09477777829053192,0,0,0,2,25,0.1527507336832377,2.609913773342104,42,10,4,1,1,0,Benign,0
1,0.05692686154449166,0,0,1,7,19,0.28800624372367595,7.105183439784448,38,9,2,0,0,1,Benign,0
1,0.1380044701158465,0,0,0,12,20,0.09869597180518576,1.847870913734255,32,6,2,0,0,1,Benign,0
1,0.05294999043476755,0,0,0,6,18,0.14023903352877928,0.44196373126290195,35,15,4,0,4,0,Benign,0
3,0.003567339333582031,0,0,0,5,23,0.24312155992744686,3.195321191661174,45,11,4,0,1,1,Benign,0
2,0.0010787239791350376,0,0,0,4,31,0.029695403240149285,0.6146217616341279,45,10,1,0,0,1,Benign,0
1,0.005371677392763354,0,0,4,4,24,0.05345620698804329,8.239015958838392,57,11,2,1,0,0,Benign,0
3,0.031361523901715274,1,0,0,3,25,0.30354212557219745,2.852191110945842,34,9,1,0,1,0,Benign,0
1,0.0863304571203065,0,0,0,4,20,0.2592073175342958,8.730163916615764,47,8,3,0,0,1,Benign,0
5,0.07209747226894157,0,0,0,7,21,0.053430278369722674,6.398306225415621,32,16,6,0,1,0,Benign,0
1,0.03189943055877514,0,0,0,5,30,0.17542576684352126,11.91756665568147,36,8,0,0,1,1,Benign,0
4,0.0016143942068273895,0,1,0,5,31,0.3469887018920552,3.471164572320657,39,7,2,0,1,1,Benign,0
2,0.023161593582446228,1,0,0,6,28,0.24798540082542186,2.6310571531357425,43,8,4,1,0,0,Benign,0
1,0.07330619646835967,0,0,0,6,27,0.15825719988003284,17.230581856329778,41,8,6,0,2,0,Benign,0
1,0.041639468763481985,0,0,0,5,25,0.26411411993421585,1.8236430172056783,41,15,5,0,1,0,Benign,0
1,0.06303479418514255,0,0,1,0,30,0.19310859545848622,0.32596268556454455,39,9,2,0,0,0,Benign,0
4,0.02527844259080195,0,0,2,10,26,0.05743454247558091,3.990550503537087,46,8,0,0,1,0,Benign,0
1,0.06683363902033232,0,0,0,3,18,0.045286372557854275,1.5030128187036476,40,11,2,0,1,0,Benign,0
1,0.10594829548341483,0,0,2,4,30,0.1451552905053896,1.0914001813128913,36,11,1,0,1,0,Benign,0
1,0.062687233693717,0,1,0,4,29,0.007789986888099822,11.36569156505914,24,11,0,0,1,0,Benign,0
1,0.048884235012933826,0,0,3,6,32,0.28117890476181184,21.205294376788988,36,12,2,0,1,2,Benign,0
2,0.018767071272519947,1,0,0,10,21,0.11949402955793728,3.755333182817937,49,16,4,0,1,0,Benign,0
1,0.020957926747595754,1,0,1,9,26,0.12123992634553696,3.655940125854336,47,8,1,0,2,0,Benign,0
1,0.01400801408699441,0,0,0,2,32,0.5521023916509878,4.061002537370675,46,8,2,0,0,0,Benign,0
1,0.0022755971572843083,0,0,0,4,28,0.3619223859483385,2.378513589636278,46,9,2,0,2,0,Benign,0
2,0.11447770600888289,0,0,1,4,16,0.2565352606609745,2.362514539545191,46,11,1,0,1,0,Benign,0
1,0.06395592623138653,0,0,0,3,34,0.04005301696776313,14.860482565260568,40,7,1,0,1,0,Benign,0
7,0.5198771595233673,4,0,0,11,7,0.09552429826862377,0.27232983447599013,115,5,1,14,0,20,Attack_InsiderSabotage,1
2,0.03143512498990334,0,0,0,7,22,0.3082053652759651,0.21894357204481932,39,9,1,0,0,0,Benign,0
1,0.02005983957046103,0,0,0,4,27,0.07025778250207235,43.82422487191988,41,12,0,0,1,1,Benign,0
1,0.034092753757537196,0,0,0,4,28,0.13675570647482008,2.3735133883427437,35,6,0,0,2,1,Benign,0
2,0.026224916500929223,0,0,1,5,31,0.19211214011902017,6.132699401162572,31,7,2,0,0,0,Benign,0
1,0.0016304839706760988,1,0,2,3,30,0.07723062726665299,0.6431850994870468,40,12,2,0,0,0,Benign,0
2,0.019633789721740885,1,0,1,2,25,0.09622023120445922,1.733578999199995,33,10,3,0,1,0,Benign,0
1,0.056590512546872244,0,0,0,6,28,0.04513062132506692,7.407504821148857,44,8,1,0,1,0,Benign,0
1,0.024092753379019248,0,1,0,3,40,0.09495138270479822,0.7317140773329226,41,15,3,0,2,0,Benign,0
2,0.01730850261238097,0,0,0,8,16,0.1325978837057892,2.126955830167076,39,17,0,0,3,0,Benign,0
2,0.06013842189568918,0,0,0,6,42,0.15397702740036534,0.8506807553852098,35,18,2,0,0,0,Benign,0
2,0.01342484547066354,0,1,0,1,30,0.08328262547346753,17.89634451981348,42,19,0,0,0,0,Benign,0
1,0.008938861346015629,0,0,1,1,25,0.13998905781025975,1.6084898493109303,40,10,2,1,3,0,Benign,0
1,0.08389070341947259,0,0,1,6,26,0.23541085362405906,2.06836762443272,33,18,3,0,4,1,Benign,0
1,0.017491583626025094,0,0,3,5,18,0.09892016729453529,5.968636315071934,33,10,5,0,0,0,Benign,0
2,0.7789452436279758,5,6,239,624,18,0.6436517793579517,100.63485761728369,16,5,202,0,54,1,Attack_DataExfiltration,1
2,0.11115190749516583,3,0,0,6,23,0.48806082665113476,0.8084095939061715,41,15,1,0,0,0,Benign,0
1,0.12033083939893809,0,0,1,3,29,0.22325605352590042,8.394978964286718,37,11,3,0,2,0,Benign,0
4,0.03996223008171877,1,1,0,7,23,0.26215309979275997,1.39385652819042,38,17,4,0,0,2,Benign,0
2,0.12292970930155024,1,0,0,2,29,0.24407283449502795,9.723981682902718,40,9,2,0,3,0,Benign,0
1,0.06711247706245196,0,0,0,7,26,0.02857806345535199,7.45712037806174,42,11,3,0,2,1,Benign,0
2,0.054433133053014116,0,0,1,3,24,0.11732516696776651,0.3076517474166712,33,8,3,0,1,0,Benign,0
1,0.03421094148444591,0,0,0,5,26,0.33110943172021806,9.130472401038572,45,12,2,0,2,0,Benign,0
1,0.03509153988253871,1,0,0,6,30,0.074737800229225,1.6350799037844646,42,12,2,0,2,1,Benign,0
1,0.0199232828943375,1,0,0,6,29,0.23527828096375084,2.522209931459237,35,6,4,0,2,1,Benign,0
4,0.03049413214220611,1,0,1,1,27,0.0744495514936152,4.852008482812797,39,11,1,0,0,0,Benign,0
1,0.06748088823122536,0,0,0,5,25,0.09979284528505127,11.560981946083107,36,11,2,0,0,0,Benign,0
1,0.0063936930368503515,0,0,0,5,19,0.041214342097833784,1.1810118320570933,41,13,1,0,1,0,Benign,0
2,0.055835046248588885,0,0,0,5,19,0.18962845947634283,1.8193906107441176,47,6,0,0,0,0,Benign,0
1,0.039917517313095355,0,0,0,7,27,0.12580901993936533,0.4191117482040882,34,11,3,0,2,0,Benign,0
3,0.05599862817353319,1,0,2,8,25,0.15616822510962136,2.0625333677122284,38,7,1,0,1,1,Benign,0
5,0.012024568971501002,0,1,0,6,30,0.28336354048977835,1.5424925731209402,50,10,3,1,2,0,Benign,0
1,0.05124193495680196,1,0,2,6,18,0.3467462803372662,0.3123814957846226,38,13,1,0,0,1,Benign,0
2,0.19242360690166693,0,0,1,3,28,0.10449048234213075,3.0667348066887454,46,13,3,0,1,1,Benign,0
1,0.02146361455959321,0,0,1,5,30,0.10831285110525496,0.5955096756356756,54,7,6,0,3,0,Benign,0
1,0.1095679144697772,0,1,0,1,26,0.060521301918616974,1.9227710143139574,48,9,0,0,2,1,Benign,0
1,0.02858812967677503,0,0,0,6,23,0.39644922030537394,1.5166523605103845,25,5,3,0,0,0,Benign,0
3,0.3050381229758152,2,0,0,6,5,0.046043426185648974,1.0066878465612294,94,3,3,16,0,19,Attack_InsiderSabotage,1
2,0.06455723454396577,1,0,0,2,26,0.2546539349665533,2.583594105733436,46,11,2,1,0,0,Benign,0
2,0.001043084916530275,0,1,1,3,28,0.3933886837979106,4.1287755282031355,36,16,1,0,3,1,Benign,0
4,0.34211503714685126,4,5,223,588,21,0.9348357995302584,107.60846102055605,24,4,176,1,50,1,Attack_DataExfiltration,1
1,0.06954350338384893,0,0,1,2,24,0.07642592583313705,3.846538219068303,33,12,1,0,0,1,Benign,0
2,0.045741317168447135,0,0,0,6,28,0.09436811230354646,4.9353427588319905,32,5,3,0,0,0,Benign,0
1,0.0645910489367881,1,0,0,10,24,0.14141077428634097,3.0407387520320053,38,4,2,1,0,1,Benign,0
1,0.028387148402818266,1,0,1,2,20,0.07600767187827853,1.0643340382652673,40,14,3,0,0,0,Benign,0
3,0.0015143364768544637,1,0,0,5,23,0.06096309973834959,0.9408722268419071,44,8,3,0,1,1,Benign,0
2,0.09659349403527882,0,0,0,3,28,0.1552270840656516,0.6199789183909181,44,9,1,0,3,0,Benign,0
1,0.006672434388319438,0,0,0,7,19,0.2665502052545164,2.3767893705729692,40,13,3,0,4,0,Benign,0
1,0.03126081382905504,1,0,0,1,19,0.12087868349685295,6.004470096055413,44,7,2,0,1,0,Benign,0
3,0.133094038735329,0,1,0,8,29,0.05436529413296026,3.142663834377903,42,10,0,0,1,0,Benign,0
1,0.05230828097782137,0,0,1,7,24,0.11600861500409378,12.941564363730231,36,9,4,1,1,0,Benign,0
2,0.028797047105513326,0,0,0,9,27,0.17942317311036743,1.9588667358964238,42,7,1,0,1,1,Benign,0
3,0.021323163598778252,0,0,0,5,21,0.08785552468239703,0.9450407168856789,41,8,3,0,1,1,Benign,0
1,0.03825057587689355,0,1,1,3,31,0.09130814241741105,2.500075136019322,39,4,2,0,0,0,Benign,0
1,0.01219734194936827,0,1,0,6,21,0.21727420409965104,2.6821770035005614,54,15,6,0,0,0,Benign,0
3,0.272298795495971,5,0,0,10,2,0.024597873774146174,0.6481741228002798,93,3,1,8,0,20,Attack_InsiderSabotage,1
1,0.0034964056802417936,1,0,0,5,32,0.027306818227034173,4.547354370977657,30,6,2,0,0,0,Benign,0
1,0.01472390559617449,0,0,1,5,22,0.23378010369010555,1.1225428014697036,51,14,0,1,0,1,Benign,0
3,0.012034936070042909,0,1,0,7,19,0.14307009221537348,0.7234326353447997,39,16,0,0,1,0,Benign,0
1,0.000631110453092921,0,0,0,5,25,0.11353350147473815,1.0726291846235152,41,9,1,0,0,0,Benign,0
2,0.04313978229464325,0,0,0,2,33,0.15489558318451302,0.8036827571188732,51,11,1,0,1,0,Benign,0
1,0.0032918881061920675,0,0,0,6,19,0.3749164021486137,0.7160859367433137,40,13,0,0,1,0,Benign,0
2,0.020107398113531804,0,0,0,6,15,0.12846739917197575,6.815105246117498,44,8,2,0,0,0,Benign,0
3,0.08977917692432599,0,0,1,4,28,0.11027317636383366,0.5431241891718186,40,13,4,0,0,0,Benign,0
2,0.05170568032662773,1,0,0,6,23,0.0143355125083988,1.4972706605345505,34,16,0,0,0,0,Benign,0
3,0.0312798622142368,0,0,1,2,17,0.06385393714296934,5.1710970586869,51,15,3,0,1,0,Benign,0
1,0.06657013231046927,0,1,0,5,24,0.10570542110161403,26.672092294287324,41,8,1,0,1,0,Benign,0
1,0.02395269442347017,0,1,1,1,17,0.14746151356073406,1.4236655416468202,40,12,2,0,2,0,Benign,0
4,0.07665801667086986,0,1,0,2,28,0.19802533997234908,1.9007125406373668,32,9,3,0,2,0,Benign,0
1,0.8330202365110068,8,4,261,598,17,0.8127058512734052,151.89184468324285,17,4,160,0,60,1,Attack_DataExfiltration,1
1,0.11180832762608159,0,0,1,6,35,0.057563502822256224,3.2407484537712237,41,10,2,0,0,1,Benign,0
2,0.002449884943212677,0,0,0,7,22,0.18140757105460012,10.891140399742696,41,12,1,0,0,0,Benign,0
2,0.014039695377094463,1,0,0,4,28,0.08401739192688036,2.1257095144212053,37,13,0,0,1,1,Benign,0
2,0.42648431094144706,9,7,245,598,11,0.8739965427372371,152.25688770149267,10,4,190,1,60,1,Attack_DataExfiltration,1
2,0.03505491883545573,0,0,0,4,28,0.21681887187106774,3.4164783168768897,36,9,0,0,1,0,Benign,0
11,0.5279648045227825,2,0,0,12,3,0.06288197494639113,1.169534194634793,130,5,1,10,0,18,Attack_InsiderSabotage,1
1,0.8606937135650987,4,6,267,607,17,0.7128180882137869,96.72576038495663,23,3,154,1,48,0,Attack_DataExfiltration,1
1,0.0024826059966361414,0,0,0,9,23,0.19953189496530843,9.148076164796848,31,13,2,0,2,1,Benign,0
2,0.05708072870338144,0,0,0,3,25,0.3955836867199277,4.906578845916258,34,10,2,0,2,0,Benign,0
4,0.08892430622197205,0,0,1,4,37,0.08264705667631397,7.268580361974648,40,13,1,0,1,0,Benign,0
1,0.028649675137252386,1,0,1,8,27,0.07116266804258423,11.25245145677682,32,7,2,0,3,0,Benign,0
3,0.051370154248021126,0,0,1,4,21,0.022707599248120155,2.482176541915064,43,5,0,0,0,0,Benign,0
4,0.047078714037280985,0,0,2,7,19,0.11019568357393474,2.328123419402476,45,12,2,0,1,1,Benign,0
6,0.016890564445639446,0,0,1,3,30,0.2644633157514281,0.7706504984065966,40,8,2,0,1,0,Benign,0
1,0.015487900987717716,1,0,0,2,21,0.27597446344998067,4.9104655993920625,45,6,2,0,0,0,Benign,0
1,0.007203434293276295,0,0,0,6,19,0.1595339939383664,1.0410481337773836,34,3,3,0,2,1,Benign,0
1,0.08306744569327072,0,0,2,5,17,0.07277311846343633,10.976804408488285,52,7,3,0,0,0,Benign,0
3,0.022482702067506032,0,1,1,5,28,0.05969973015442775,5.681137523509397,40,8,2,0,1,0,Benign,0
1,0.5397425938389293,5,3,265,560,12,0.5555991911211678,204.31525693221184,23,7,160,0,59,2,Attack_DataExfiltration,1
5,0.013282269273805805,0,0,0,4,33,0.15167775140850445,21.720868355948195,46,10,2,1,0,0,Benign,0
1,0.04662320942894417,1,0,0,8,24,0.12434435388297915,3.1558818754036992,43,11,1,0,2,0,Benign,0
2,0.46267628052756765,4,7,253,610,17,0.6615433749064699,82.69189003410183,26,2,194,1,47,0,Attack_DataExfiltration,1
4,0.07646769469586445,0,0,0,7,31,0.35316009123870723,1.9123395974448523,36,13,3,1,1,0,Benign,0
1,0.006678805557845418,0,0,0,7,31,0.20030786763848765,2.055091966618331,34,10,1,0,2,0,Benign,0
5,0.7284397271149674,4,2,0,10,6,0.12023677012348066,0.464662662600812,96,2,0,18,0,17,Attack_InsiderSabotage,1
4,0.3306106118183397,4,1,0,10,3,0.031276850915346294,4.9264853903085,86,2,2,6,0,31,Attack_InsiderSabotage,1
9,0.3997197920863255,1,0,0,13,3,0.04155526337111585,4.840732959135052,105,4,2,15,0,16,Attack_InsiderSabotage,1
2,0.0744727731645254,0,0,0,6,24,0.1496039908013099,2.0270921466546272,45,8,3,0,2,0,Benign,0
2,0.12485906073791884,0,1,0,3,21,0.19059409059321802,9.707586346437227,39,12,3,0,1,0,Benign,0
1,0.027427899211012907,1,1,1,4,24,0.30668443649178756,5.133763227059496,37,6,4,0,1,1,Benign,0
2,0.014189797491823497,2,0,0,6,19,0.08413860550616123,1.2440504991296184,29,7,6,0,1,0,Benign,0
1,0.0031288520383446978,0,0,0,5,33,0.27052686670530296,3.3471923883209924,32,7,3,0,0,1,Benign,0
1,0.06506699583345259,0,0,0,5,20,0.13754576508460184,7.864725696461727,48,12,2,0,1,1,Benign,0
2,0.034068992812574264,0,1,1,5,28,0.3540908512053974,8.117672331540419,40,10,1,0,2,0,Benign,0
1,0.09713865402529352,0,0,0,3,24,0.14557915902666435,5.295171502457532,46,6,1,1,0,1,Benign,0
1,0.18432129786444523,1,0,0,4,26,0.03864798134526374,3.836391908303716,49,11,1,0,0,0,Benign,0
