logon_frequency_daily,logoff_frequency_daily,failed_logon_ratio,after_hours_activity_ratio,weekend_activity_ratio,remote_logon_count,resource_access_count,file_copy_to_usb_bytes,email_sent_count,email_attachment_size,email_external_recipient_ratio,web_uncategorized_visits,web_download_bytes,privilege_escalation_attempts,unusual_machine_access_pattern,off_baseline_app_usage,sentiment_negative_score,concurrent_logon_count,geo_velocity_anomaly_score,Label,Attack_Type
0.4626,0.931,1.5024,0.7268,0.3019,1.0178,5.8429,123.7054,0.4924,1.216,0.8667,0.8512,8782.3328,4.6717,1.0795,7.8797,1.0783,0.9668,1.423,1,PrivilegeAbuse
0.7193,0.1033,0.0843,2.0053,1.4441,1.6296,0.4877,225.0196,2.2008,0.8934,0.7737,1.3839,4342.381,0.1121,1.0514,0.8421,1.2339,1.0,1.2225,0,Benign
0.4246,0.2676,0.1427,0.0431,0.5523,0.9829,1.1414,20.5246,1.4004,0.9803,1.374,1.2633,7299.9997,0.0811,1.5385,1.1617,1.0521,1.0,1.8202,0,Benign
1.6986,1.1141,1.8315,1.5193,0.685,30.2688,0.4469,862.3043,1.4001,0.7705,1.0969,1.2479,52125.5837,1.2533,1.2937,1.2884,1.2361,4.3113,8.248,1,CompromisedAccount_StolenCreds
0.7486,1.0914,1.1196,1.8435,1.3244,1.7819,0.9096,122230.7144,1.2685,1.8494,1.3096,1.6056,26572.6732,0.9896,1.2717,0.9016,0.7816,1.0407,0.2385,1,InsiderThreat_IPTheft
1.0373,1.2875,1.1052,1.9855,1.2633,17.7656,1.0727,264.726,1.586,1.4024,0.629,1.428,108359.0612,1.2342,1.1216,0.686,1.0179,4.6766,8.2063,1,CompromisedAccount_StolenCreds
1.4158,1.7036,0.1121,0.7143,0.5898,1.1158,1.5804,232.1421,1.1721,0.3739,1.3195,1.0455,49349.654,0.0785,0.8098,0.8674,1.2505,1.0,1.366,0,Benign
1.1423,0.7264,0.069,0.8486,0.324,1.474,1.212,462.3843,1.5772,1.9321,1.4745,0.8979,26073.8248,0.1106,0.8766,1.0746,1.2385,1.0,2.3904,0,Benign
1.0431,0.2336,0.1949,1.5168,0.6157,0.9982,1.6201,305.6671,2.2229,1.2958,0.396,1.5668,15962.726,0.1368,1.324,1.262,0.4892,1.0,1.6063,0,Benign
0.6116,0.4821,0.3011,1.686,1.2724,1.386,1.4654,85.5384,0.7399,0.8362,1.027,0.0081,100150.4637,0.5839,5.0328,4.9638,4.7125,1.0647,1.0829,1,InsiderThreat_Sabotage
1.0432,1.281,1.4552,1.1459,0.9408,6.0423,1.375,339.2991,0.69,1.4151,1.2051,1.0986,8170.194,0.207,0.2339,0.8721,1.1861,5.39,7.7697,1,CompromisedAccount_StolenCreds
0.4246,1.0367,0.1638,0.2752,0.3907,0.0952,1.8124,161.7426,0.0429,0.5976,0.8297,0.9036,276585.1106,0.0754,0.785,0.5003,1.4835,1.0,1.2997,0,Benign
0.7354,1.5204,0.0225,0.979,0.3742,0.1845,1.0878,477.7006,1.9158,1.8532,0.5788,1.3434,6348.3923,0.108,0.7835,1.3637,0.8744,1.0,0.5576,0,Benign
1.0097,0.9804,0.0916,1.0818,1.1872,0.3669,0.1389,1819.5568,0.6455,1.0169,1.4898,0.2285,95278.7377,0.0779,0.6338,2.257,0.8954,1.0,0.2086,0,Benign
1.4808,0.8893,0.1213,1.1951,0.707,1.1223,0.9686,14.3181,0.3051,1.9086,0.142,1.1881,319972.6805,0.1016,0.5772,1.9,1.3697,1.0,1.4289,0,Benign
0.9597,1.1056,0.1352,0.8883,1.475,1.047,0.386,22.2351,2.0145,1.6218,0.9493,1.2865,4866.5293,0.0929,2.215,0.6166,1.5117,1.0,1.853,0,Benign
1.9682,0.0913,0.1465,0.5155,1.1343,0.8294,1.2079,219.399,0.5955,0.1804,1.7981,0.3518,9645.0134,0.1199,0.6732,0.7426,0.0066,1.0,0.9188,0,Benign
2.2035,1.3281,0.0352,0.6349,0.7601,1.999,0.5215,66.5202,1.3383,1.311,0.7285,1.7381,3027.3926,0.1763,1.2628,1.175,1.0797,1.0,0.4122,0,Benign
0.4445,1.198,0.122,0.4325,0.6798,0.7262,1.1346,660.1466,0.9376,0.4116,0.7843,0.9339,61911.0424,0.1557,1.5374,0.1727,1.228,1.0,0.7977,0,Benign
1.356,1.7076,0.1098,0.9469,0.372,0.1372,1.1535,590.7118,1.4346,1.0835,0.8453,1.1092,88329.5248,0.0338,1.2496,1.5775,1.3937,1.0,0.9122,0,Benign
0.6073,1.4257,0.8588,1.2712,1.3637,1.174,6.008,61.7264,0.9357,0.4187,1.1746,1.3752,52420.2427,4.5434,1.5064,5.8716,1.6308,0.6283,0.703,1,PrivilegeAbuse
0.8441,0.8529,2.0445,1.4268,1.1639,1.3962,1.4336,1868.6694,0.7408,48.375,1.5743,1.7878,637893.892,0.9667,1.2149,0.8584,0.6368,0.8239,0.7328,1,InsiderThreat_IPTheft
1.295,1.0611,0.1327,1.6805,1.4445,0.8993,0.7981,9240.1208,1.946,1.541,0.5326,1.0568,194594.2965,0.0112,1.1828,0.8616,1.0033,1.0,0.3383,0,Benign
0.5705,1.218,0.976,2.1254,0.0814,1.2067,1.2676,32795.2752,1.1136,35.4614,1.8219,1.2067,5067.3639,0.5974,1.3355,0.1265,0.8917,0.7685,0.0177,1,InsiderThreat_IPTheft
0.9824,0.545,0.0652,1.0442,0.4391,0.7253,0.3394,82.9948,0.8446,0.6542,0.7163,0.6349,270700.6609,0.155,0.8437,0.3235,1.7072,1.0,0.8092,0,Benign
1.259,1.1588,0.0786,1.97,0.3977,0.8821,0.7033,128.0202,0.9545,1.3745,0.7913,0.8142,39227.5739,0.0804,0.8961,0.3449,0.7314,1.0,1.159,0,Benign
0.87,1.3874,0.0223,1.3231,0.6392,1.1826,0.0594,174.5104,1.0984,0.7154,0.7284,1.15,20457.4191,0.1171,0.9738,0.9341,1.4349,1.0,1.3667,0,Benign
1.0361,1.633,0.3632,0.2742,0.7091,0.6285,2.4718,580.1838,0.9807,0.4302,0.5789,0.9193,13297.5448,4.5177,0.172,6.1912,1.5488,1.5872,1.2315,1,PrivilegeAbuse
0.8824,0.5474,0.0947,0.7326,1.4673,0.3904,1.6844,21.8921,0.844,0.0282,0.8243,1.0895,191523.85,0.0941,0.198,1.2346,0.7824,1.0,0.6121,0,Benign
1.1501,0.1436,0.0894,1.3655,1.0935,1.1757,0.5684,3226.9278,0.4496,0.7275,0.5127,0.3553,3091.2426,0.1966,0.7597,0.789,0.8502,1.0,0.6312,0,Benign
0.134,2.0732,0.1202,1.1977,0.1801,1.2862,1.4318,11037.8479,0.9025,0.8701,0.8933,1.2305,79519.4945,0.0247,0.8412,1.4727,0.0506,1.0,0.9629,0,Benign
1.009,0.9426,0.1054,0.9814,1.3687,1.3397,1.3824,59.6796,1.8802,1.147,0.8857,0.9777,4143.953,0.0624,1.2214,0.4828,0.3492,1.0,0.5852,0,Benign
0.0468,1.2033,0.0827,1.9338,1.2287,1.2817,1.073,409.6871,0.9477,1.2262,0.7186,1.1858,1215.6801,0.2202,1.119,1.1814,0.6979,1.0,2.1169,0,Benign
2.2261,0.8885,0.0827,1.0938,0.482,1.5657,0.7123,1987.9721,0.5879,1.4397,0.5269,0.4969,319.3275,0.0558,0.7988,1.0773,0.0751,1.0,0.3352,0,Benign
0.8154,1.4714,0.0284,0.9319,1.3117,0.6678,1.9474,485.5977,1.1725,0.1153,1.0267,1.8741,2631.5113,0.1326,0.9567,0.0227,1.1171,1.0,0.9082,0,Benign
1.4924,0.8733,1.9993,1.5516,1.0444,19.7171,0.7739,15.144,0.9246,0.9749,0.9877,0.8449,261196.6321,0.8853,1.7684,0.3585,1.1829,4.0483,11.2579,1,CompromisedAccount_StolenCreds
1.5927,0.032,0.1364,0.8557,0.7813,1.24,0.4346,61.3646,1.9584,0.6809,0.3909,0.7761,3748.7843,0.1025,0.696,0.5012,1.121,1.0,0.3424,0,Benign
1.44,1.3205,0.0729,0.4441,1.3438,1.9647,1.2638,219.9476,0.241,1.931,1.3158,0.7715,25849.6624,0.1519,0.7042,0.7254,0.7971,1.0,0.6606,0,Benign
1.5677,0.9946,0.0527,0.6813,1.1442,1.1289,1.4478,140.1111,1.1535,1.1914,0.0427,0.7945,26660.8416,0.0953,0.3915,0.9511,1.0264,1.0,0.1797,0,Benign
1.1157,0.4158,0.0802,0.9954,0.5709,0.6806,1.8666,147.2802,0.916,1.5552,0.9297,1.0274,27267.541,0.1144,0.393,1.6091,1.9183,1.0,0.9658,0,Benign
0.0303,1.6143,0.1223,1.0575,1.1249,0.7236,1.4294,135.0687,1.6454,0.609,1.0525,0.4268,601.2154,0.1473,0.627,1.3665,1.024,1.0,0.9695,0,Benign
0.9423,1.504,1.1448,1.4384,1.1251,0.7811,1.9873,4451.1416,1.163,0.5812,1.4609,0.0064,18212.5394,1.1316,5.4496,7.1751,3.6535,0.0251,0.8805,1,InsiderThreat_Sabotage
1.4458,0.3525,1.223,1.5979,1.0994,1.4786,5.8038,160.0257,0.6562,0.9067,1.0443,0.8078,8018.4136,3.3654,0.0325,7.0149,1.507,1.0644,1.2073,1,PrivilegeAbuse
1.3119,1.2552,0.1343,1.6835,1.2766,1.2902,0.9907,122.3146,1.2575,0.4981,1.4685,0.7177,13253.9137,0.1419,0.1658,1.8824,0.7626,1.0,0.8052,0,Benign
0.5857,1.8449,0.1166,0.0268,1.2638,1.122,1.154,50.7685,1.9359,1.7114,1.3184,0.765,94.7222,0.0034,1.2725,1.6267,1.4872,1.0,0.2997,0,Benign
1.5357,1.047,0.2971,0.8752,1.2175,1.4014,3.1589,674.6123,0.0397,0.1291,0.9697,0.1397,35989.1494,4.3476,0.7034,5.8194,1.015,0.3044,1.3849,1,PrivilegeAbuse
0.5392,0.8229,0.1495,0.9915,0.489,0.5138,1.6918,362.3883,0.5601,0.9074,1.3622,1.9347,34906.2096,0.1294,0.2325,1.3152,0.7782,1.0,1.5537,0,Benign
0.6611,1.1072,0.2089,0.2098,0.5714,1.3063,0.1136,92.1167,1.6531,0.3907,1.2256,0.4112,9057.4938,0.1381,0.4701,1.7759,0.86,1.0,1.4177,0,Benign
1.1014,0.8754,0.0694,1.6318,0.9705,0.8317,0.5477,1589.4085,1.1849,0.6698,1.9509,1.8081,78690.0237,0.2228,1.6793,0.9642,0.905,1.0,0.9629,0,Benign
0.6268,1.1281,0.0744,0.8583,1.2687,1.0652,0.713,1150.2699,0.272,0.6187,0.6545,1.0337,2017.7492,0.1249,0.9627,1.543,1.3748,1.0,1.8077,0,Benign
0.7379,1.9332,0.0193,0.9009,1.0864,0.277,0.7767,256.4164,1.7277,1.1319,1.8649,2.0034,1363.684,0.1219,0.8899,1.1719,1.481,1.0,0.638,0,Benign
1.2938,1.9153,0.1758,1.3048,1.158,0.7022,0.848,19.9076,0.5031,1.2256,0.1471,0.8004,1176.9624,0.1045,0.8057,1.3765,0.5446,1.0,1.2068,0,Benign
0.6752,0.9962,0.1123,1.4875,0.794,0.5732,1.4352,80.6803,0.8059,0.6392,0.8541,1.2237,3812.4376,0.1552,0.42,0.4667,0.6756,1.0,0.9922,0,Benign
1.0726,0.5472,0.1963,0.5593,1.027,0.784,0.4517,22.6695,0.2054,0.886,0.0025,1.1926,669171.1896,0.1696,0.6892,0.9449,1.1836,1.0,1.1076,0,Benign
0.666,0.889,0.1453,0.3249,0.6221,2.1595,1.093,1484.2962,0.8942,0.9128,1.8116,0.6036,9244.5665,0.1093,0.8221,1.7768,1.0678,1.0,1.0117,0,Benign
1.4155,1.2159,0.1744,1.6665,1.4335,1.7843,1.6999,132.7374,1.6403,0.4679,2.2014,1.9754,138815.6637,0.1252,1.8072,1.6025,2.3083,1.0,0.466,0,Benign
1.0253,1.4582,0.0556,0.3071,0.9047,0.884,0.2056,994.4807,0.8778,0.8736,0.6981,1.1448,326407.3127,0.0449,0.9663,0.6793,0.5618,1.0,0.8923,0,Benign
1.5893,1.071,0.1203,1.4569,0.607,0.8035,1.2397,785.7834,0.9256,0.8443,1.623,0.3399,51183.5173,0.0426,0.8735,1.4581,0.5734,1.0,1.0595,0,Benign
0.811,0.5864,0.0606,0.4722,0.5069,0.7971,1.0116,157.4423,1.5946,0.8072,1.5185,0.921,6155.0795,0.1194,0.3904,1.0534,0.5956,1.0,1.8182,0,Benign
0.4051,1.3661,0.1725,0.4772,1.9144,0.1947,1.3275,230.5042,1.2423,1.2632,0.9826,0.8654,178978.917,0.1093,1.7278,1.207,1.6815,1.0,0.5324,0,Benign
0.7187,0.4714,0.0104,0.6848,1.9613,0.8691,0.2874,7059.3619,0.282,0.8528,1.1684,0.9487,24032.3604,0.0652,0.6356,0.6396,1.5964,1.0,0.9701,0,Benign
1.0697,0.5698,0.1092,0.491,0.742,0.2956,1.5022,232.8489,1.4964,0.94,1.8921,2.503,3738.209,0.2217,1.8449,0.5577,1.048,1.0,0.219,0,Benign
1.4713,1.6206,0.1289,1.4535,0.5832,0.385,1.8582,38.7657,0.7552,1.1232,1.2638,0.8007,648642.9637,0.1601,1.6316,1.7742,1.0563,1.0,1.327,0,Benign
0.2423,1.2103,0.0722,0.667,0.3649,1.1572,0.6945,69.2873,1.9116,1.5386,1.4369,1.2709,1749968.7153,0.061,0.0842,1.1799,0.8086,1.0,0.4241,0,Benign
1.0816,0.8828,0.0795,0.6569,1.6296,0.2972,0.5049,43.039,1.0572,0.6397,1.5202,1.7144,10258.315,0.1129,1.6541,0.9916,0.4444,1.0,0.3082,0,Benign
1.7153,1.1319,0.9113,1.5435,0.8105,1.1445,0.4086,970.6456,1.0238,1.1738,0.6244,1.7311,136722.2022,1.4304,7.0875,4.3463,4.2948,0.0316,1.7635,1,InsiderThreat_Sabotage
0.8421,1.1589,0.0651,1.0366,1.1348,1.2986,1.6298,12.414,1.0621,0.4329,0.4897,1.0822,10124.6603,0.2014,1.5205,1.3347,0.4863,1.0,0.4817,0,Benign
0.3053,0.6934,0.0921,1.4387,1.305,1.5272,1.6599,1647.0481,1.0811,1.2515,1.2792,1.5699,94611.5451,0.0646,1.0371,0.9643,0.0123,1.0,0.9863,0,Benign
0.1011,1.5845,0.0576,1.3698,0.6064,1.3873,1.7113,553.1623,0.7051,0.5883,0.9626,1.7588,406860.8411,0.0864,1.0696,1.2222,0.493,1.0,2.1819,0,Benign
1.1054,0.7424,0.0926,0.3584,0.7582,1.7179,1.7829,401.9657,1.7057,0.4293,2.0518,0.8891,30810.1937,0.0529,1.091,0.3522,0.4819,1.0,1.4331,0,Benign
1.9339,1.2297,0.1148,0.5234,0.6478,0.2784,1.5905,1234.5164,0.7623,1.6001,1.295,1.4282,13276.9327,0.1671,1.204,1.1702,0.1409,1.0,0.9478,0,Benign
0.9988,2.2783,0.1269,1.2632,1.828,1.2627,0.0166,5178.6593,1.8868,0.2437,0.6509,0.6321,6984.3182,0.1069,2.8953,2.1117,1.9843,1.0,1.8247,0,Benign
0.361,0.934,0.0184,1.7528,1.2431,0.8756,0.8074,579.2511,1.1823,1.8855,0.5146,0.586,9821.8589,0.1595,0.5606,0.9162,1.5034,1.0,0.6081,0,Benign
0.7038,0.1508,0.0321,1.458,0.5758,0.5926,0.5989,9.4847,1.0,1.2913,0.4274,0.8789,15839.8218,0.1587,1.1157,0.5954,1.4369,1.0,2.4201,0,Benign
1.7846,1.4715,0.0719,0.9758,1.0748,0.3575,0.9765,16.377,0.5363,0.8675,0.2452,2.226,9309.59,0.0801,1.1029,1.2483,0.3276,1.0,0.9655,0,Benign
1.6511,0.188,1.5007,0.8794,1.8291,18.0498,0.3104,220.9068,1.5421,1.0458,1.3464,2.0535,28299.9235,0.9893,1.2549,1.1005,1.2112,5.2879,9.4025,1,CompromisedAccount_StolenCreds
1.2372,1.1545,0.0841,0.9933,0.7789,0.5391,1.2393,152.0533,0.7557,0.5468,1.0498,0.56,210713.9364,0.158,1.399,0.6516,1.3211,1.0,0.9647,0,Benign
1.4482,0.199,1.5249,1.6465,0.6328,1.8319,0.4342,44353.4967,1.0201,20.3795,2.5668,0.327,13473.2554,1.5428,1.355,1.602,1.426,0.3502,1.4794,1,InsiderThreat_IPTheft
1.811,0.4952,0.6353,1.2202,0.3519,1.2632,1.549,8.4226,1.287,1.0194,0.9911,1.2588,162.1757,3.7014,1.018,5.5635,1.181,0.5518,0.0833,1,PrivilegeAbuse
0.9992,0.9317,0.1268,1.08,0.6413,1.2078,0.6544,5.8878,0.883,1.8576,0.7471,0.9633,6373.3465,0.066,0.9302,0.8167,0.7191,1.0,1.3395,0,Benign
1.178,0.4851,0.1137,0.0888,0.3512,1.135,1.0707,127.7607,1.0545,0.6178,1.3268,0.8014,23675.4601,0.1075,0.6866,0.4912,0.1124,1.0,0.9304,0,Benign
1.0161,1.5071,0.0232,0.9386,1.6921,1.182,0.8571,46.9916,1.4846,0.7304,0.7056,1.784,3375.8091,0.1149,1.706,0.6098,0.6538,1.0,1.3624,0,Benign
1.0612,1.1406,0.0931,1.3817,0.9782,1.1086,0.8726,767.3376,0.6882,1.0604,1.4617,1.7195,840.3624,0.0889,1.1817,0.8795,0.5359,1.0,1.4296,0,Benign
1.3437,0.9115,0.2441,1.4291,0.6204,1.2025,1.0216,832.4931,0.3209,0.2962,0.9623,1.0367,803511.4518,0.0734,0.7304,0.3866,0.1953,1.0,1.7757,0,Benign
0.5778,1.0832,0.1203,1.087,1.1825,1.0712,1.0218,73.7925,0.8374,0.9762,1.6707,0.1611,286314.8164,0.1511,0.7069,1.1543,0.3537,1.0,0.6486,0,Benign
1.1513,1.6177,0.1803,0.4442,0.395,0.9556,1.1506,1.9341,0.738,0.609,0.8204,1.3695,43912.6262,0.0539,2.4454,1.1654,0.4772,1.0,0.975,0,Benign
0.7842,1.051,0.1093,0.724,0.6508,0.7529,1.4753,101.4065,0.067,0.1509,1.0479,0.6244,16325.5235,0.0953,0.7103,0.2077,1.2683,1.0,1.2582,0,Benign
1.9452,1.5757,1.3698,1.2302,0.814,31.532,0.8279,93.8759,0.7702,1.555,0.7556,0.5631,333100.3742,1.704,0.5896,0.8179,1.2456,4.6017,10.0138,1,CompromisedAccount_StolenCreds
0.9648,1.4134,0.0884,0.4815,1.4293,0.698,0.8464,10.9387,1.0767,1.7675,0.8481,0.4659,25684.6353,0.0906,0.9474,1.0985,0.974,1.0,1.0529,0,Benign
1.4931,0.907,1.029,2.7402,0.5525,14.9305,0.9753,158.6683,1.021,0.9971,1.4751,1.2116,215488.16,1.6148,0.4333,0.9167,1.0729,3.3866,7.598,1,CompromisedAccount_StolenCreds
1.3137,1.0532,1.0719,1.9081,0.3973,2.4267,0.3753,17035.9446,1.2008,27.8661,1.6767,0.8491,3016.4201,1.0368,1.8038,2.1374,0.8324,1.0119,0.8973,1,InsiderThreat_IPTheft
0.9385,1.6876,0.4813,1.7014,1.3032,0.9869,0.6541,204916.3488,0.7353,42.6267,1.5101,1.0994,2686.3863,0.6914,0.89,0.591,0.7014,1.4716,2.4213,1,InsiderThreat_IPTheft
1.661,0.2864,0.0372,0.1081,0.6147,1.3546,0.2088,9.3931,0.5193,0.6248,1.1317,0.5751,1494.314,0.1377,0.1379,1.0317,1.3491,1.0,1.2745,0,Benign
1.7427,1.6944,0.1185,1.199,0.8608,0.7337,0.5839,32.623,0.7802,1.3405,0.4179,0.8352,15948.6371,0.0126,1.6819,1.6929,1.7043,1.0,1.1751,0,Benign
1.2602,1.7462,0.8305,0.5216,0.7103,1.2972,9.4788,14.0387,1.0551,1.0606,1.0925,1.6437,894489.4125,5.4114,1.7191,6.7585,1.3999,1.051,1.2543,1,PrivilegeAbuse
1.2053,1.1061,0.0775,1.027,1.3193,0.8146,0.9815,314.0594,0.5159,1.3431,1.733,1.3171,2234.4338,0.0794,0.3785,0.9247,1.4657,1.0,0.9216,0,Benign
1.3148,0.9391,0.1885,0.8566,1.4468,1.5054,1.5391,349.5391,0.6485,0.7416,0.9299,0.742,65360.6596,0.0938,1.055,0.701,0.4427,1.0,1.0308,0,Benign
0.3243,2.0215,0.823,1.4424,1.5814,0.7811,0.8958,523883.1143,1.4843,16.2397,0.9475,0.9374,20243.4674,1.2814,1.5596,1.1293,0.9878,0.5699,1.7133,1,InsiderThreat_IPTheft
0.5813,1.9985,0.1024,0.6511,0.9962,0.9929,0.8339,1.2779,1.8609,1.1428,0.0837,1.7793,127305.5868,0.104,1.5094,1.1048,0.8061,1.0,0.0877,0,Benign
1.1465,0.9369,1.2214,1.1309,0.7535,0.6615,2.8322,676.1562,1.95,0.7341,1.9408,1.2481,31364.7829,2.4331,2.3071,8.3522,0.5098,0.5968,0.2699,1,PrivilegeAbuse
0.6201,1.3198,0.1988,1.2543,0.4205,0.2799,1.6033,754.1322,1.4279,1.0791,1.2492,1.5822,4995.7403,0.153,0.512,1.2933,0.3874,1.0,1.2575,0,Benign
0.8775,1.8642,0.1368,0.5625,0.1624,1.3517,1.1437,3704.7822,0.6301,1.1049,0.364,0.7099,68187.625,0.0962,0.6391,1.2699,1.5595,1.0,0.8314,0,Benign
0.8693,1.35,0.0584,0.7441,1.6529,0.5155,1.667,194.3758,1.7798,0.1078,1.4005,0.6053,74385.7871,0.1373,1.1084,0.6497,0.6611,1.0,1.3336,0,Benign
1.2975,0.7991,0.1743,1.0637,1.2841,1.3363,0.5578,10356.8052,1.198,0.5813,0.7663,0.752,48832.8454,0.1351,1.4611,1.2542,0.8899,1.0,0.9714,0,Benign
0.5747,0.3038,0.7468,0.805,1.7232,0.9758,1.4781,140.4377,0.5493,1.3386,0.3672,0.4992,165482.439,0.3136,4.8815,2.6132,5.2824,1.1259,1.5318,1,InsiderThreat_Sabotage
0.9677,0.7196,1.949,1.5402,0.7176,6.2655,0.9994,5029.242,0.7844,1.6267,1.2236,1.1107,577963.5574,0.4464,0.0301,0.9972,0.8992,6.1859,8.4617,1,CompromisedAccount_StolenCreds
0.6814,0.7622,0.1281,0.6968,0.8745,0.9001,0.8696,4.198,0.781,0.1389,2.0827,1.0537,903.7419,0.0578,0.757,1.3955,0.8086,1.0,1.6991,0,Benign
0.2752,0.02,0.1211,1.2436,0.8948,1.2369,0.8251,335.3785,1.6943,1.632,1.7238,0.4755,24285.8693,0.0699,0.9011,0.69,1.3038,1.0,0.2192,0,Benign
1.0068,0.4323,0.9886,1.3133,1.0188,11.518,0.8502,111.1444,1.198,1.2191,1.1503,0.5605,24668.1616,0.8938,0.4037,1.286,0.9495,3.5022,9.532,1,CompromisedAccount_StolenCreds
0.5254,0.8682,0.088,0.4497,0.4716,1.0716,2.0454,45.6183,1.2074,1.1754,1.7335,0.8875,4012.8474,0.0435,1.4013,0.5069,1.1677,1.0,0.5024,0,Benign
0.7437,0.3028,0.047,1.1327,1.3703,1.7897,1.4494,347.7676,0.418,0.8655,0.2567,1.3476,119432.5353,0.0968,0.0739,0.1864,0.7502,1.0,1.3002,0,Benign
1.5165,0.5485,0.0782,1.5684,0.624,0.3765,2.3358,291.2346,0.7303,1.4573,0.3882,0.2416,2741.3332,0.092,0.6867,0.773,0.2773,1.0,0.0141,0,Benign
1.3026,0.5467,0.0571,0.1322,1.2988,1.5349,0.6264,0.9965,1.3596,0.6858,0.3306,0.6018,233638.166,0.0826,0.1089,0.4541,1.8672,1.0,1.7054,0,Benign
0.1064,1.039,0.0945,0.8386,0.0217,1.6075,0.5381,1101.3511,0.3982,0.1243,1.8114,2.3781,13450.982,0.1175,1.2043,1.4557,1.2549,1.0,1.8904,0,Benign
1.0108,0.7642,0.0327,0.9832,0.6656,0.9978,0.7989,12.2307,1.1089,0.431,0.5909,1.4674,205018.6479,0.1453,0.5106,1.9561,2.3559,1.0,0.1338,0,Benign
1.2661,0.7281,0.0708,0.437,1.2215,0.7165,0.622,7.6194,0.6582,0.0546,0.9534,0.7387,102895.1625,0.1736,0.6518,1.134,0.9802,1.0,0.908,0,Benign
0.2341,1.5181,0.0497,0.6605,1.6874,1.1336,1.192,7801.0623,1.5515,1.1769,1.0582,0.4976,7335.078,0.1364,1.2341,0.8153,0.6226,1.0,0.9164,0,Benign
1.1403,1.1753,0.2355,1.1852,1.3408,0.651,0.3014,1451.2043,1.5245,0.8562,0.8219,0.6679,4995.8229,0.5349,6.6049,5.6213,5.6462,0.8544,0.7379,1,InsiderThreat_Sabotage
1.1126,0.997,0.0963,1.2683,1.2719,1.1067,1.2979,53.9521,1.4192,0.5003,1.6,0.9809,50480.6891,0.088,1.2011,0.1801,1.4491,1.0,0.6453,0,Benign
1.1637,1.4475,0.088,0.9257,1.2186,1.6299,0.9006,364.8474,1.1013,0.9089,1.3641,0.3048,169416.4751,0.1325,1.0536,0.8666,2.069,1.0,0.5469,0,Benign
0.7396,0.819,0.0377,1.1757,0.0904,0.7613,0.6473,183.3568,1.2802,0.9466,1.2073,1.2979,570.0018,0.2007,1.5866,1.2243,0.6828,1.0,0.6788,0,Benign
0.4996,1.1337,0.0775,1.1226,0.2705,0.8342,1.7206,47.3914,0.6626,0.7084,1.6897,1.2781,47865.3148,0.1447,0.8789,0.543,0.7092,1.0,1.0941,0,Benign
1.3263,0.1035,0.0567,0.7422,0.7259,1.4914,0.5022,95.1646,0.6841,0.6014,1.1403,1.429,335078.1293,0.1611,0.9603,0.7874,0.8123,1.0,1.4647,0,Benign
0.8445,0.3749,0.0927,0.966,0.6676,1.3367,1.0007,7.3489,0.4431,1.1115,1.2917,1.4598,558.8314,0.0391,1.5478,0.8773,0.9278,1.0,1.4796,0,Benign
1.6053,0.2974,0.0774,1.1645,1.1569,0.4044,1.3307,26.1222,0.8727,1.1397,0.8728,0.2018,76438.7346,0.057,0.0239,1.5841,1.5947,1.0,0.8639,0,Benign
0.851,0.9094,0.0628,1.7128,0.8059,1.7096,1.1469,633.2885,1.2968,1.099,1.1554,1.3169,89285.0286,0.1437,1.0935,0.4246,0.5659,1.0,1.6722,0,Benign
0.769,0.544,0.1282,1.6234,0.8485,1.2427,2.3569,18.8134,0.4747,0.5942,0.9392,1.0002,2523.9995,0.1158,1.0379,0.4691,0.9551,1.0,1.4366,0,Benign
1.1108,1.128,0.043,0.9661,1.1249,0.9669,0.008,144.9934,1.2414,0.9976,1.1378,1.5207,222251.264,0.1284,2.0987,1.108,0.2555,1.0,0.75,0,Benign
0.3158,0.7274,0.077,2.0181,1.6237,1.0829,1.0598,39.6974,1.2153,0.2645,1.5157,0.5318,38873.8634,0.0082,0.5749,1.1647,1.6176,1.0,1.192,0,Benign
1.437,0.3806,0.0682,0.7253,1.5238,1.388,0.7871,342.8189,1.2022,0.8153,0.4527,0.8875,3655.5657,0.0401,1.2234,0.6823,0.4992,1.0,1.3973,0,Benign
0.4782,1.2761,0.1842,1.0287,1.4534,0.7919,0.3021,313.4834,0.9594,0.5118,1.2855,1.3409,2204.9529,0.0696,0.5809,0.3398,1.0084,1.0,0.4993,0,Benign
0.7065,1.2724,0.0699,2.0048,1.3138,1.2651,1.37,37.8355,0.8282,0.9238,1.1618,2.1541,4277.8132,0.1474,1.4336,0.8971,0.7383,1.0,0.8721,0,Benign
0.3477,0.8682,0.0065,2.2237,1.176,0.0125,1.0669,160.5884,1.0427,0.0186,0.8445,0.1621,482.3345,0.0715,1.2618,0.5861,0.8076,1.0,1.111,0,Benign
1.0475,0.7973,0.0771,0.1859,1.0084,0.2541,1.075,244.2015,1.2538,1.3871,0.9801,1.3804,23298.6184,0.1666,0.5836,1.2597,0.5651,1.0,1.1806,0,Benign
1.0684,1.2101,0.1376,1.0376,0.0748,1.1825,0.405,51.5963,1.4452,0.9521,0.7705,1.0345,1920.0905,0.0738,0.906,0.9216,1.0192,1.0,1.0239,0,Benign
1.2851,1.8928,0.0422,0.0804,2.5563,1.6071,0.7066,734.9628,1.4178,0.8953,0.6109,0.4991,160381.9472,0.1259,0.6906,0.2335,0.8751,1.0,0.8192,0,Benign
