cpu_usage_percent,memory_usage_bytes,page_faults_sec,handle_count,thread_count,io_read_bytes_sec,io_write_bytes_sec,syscall_freq_create_process,syscall_freq_open_process,syscall_freq_allocate_vm,syscall_freq_write_vm,syscall_freq_protect_vm,syscall_freq_create_thread,syscall_freq_load_image,syscall_freq_registry_write,syscall_freq_network_connect,suspended_thread_ratio,token_elevation_status,code_injection_indicators_score,unpacked_code_entropy,parent_child_anomaly_score,Label,Attack_Type
0.3738,271758.6449,3.7819,3.1585,1.6121,1.1169,3.1179,1.424,3.5347,1.1223,1.3216,0.8909,0.923,2.4369,1.9601,2.1881,0.4085,2.8329,1.3407,5.3567,1.0939,0,Benign
0.13,27473636.8486,23.6029,2.6448,2.3041,0.8138,1.3144,1.1034,2.6031,17.3148,1.5274,2.0674,1.8325,1.1954,4.6641,1.2699,1.2917,2.9197,1.0597,4.3445,11.1464,1,ZeroDay_Process
0.0,5785213.5794,0.3199,2.852,1.0185,0.756,3.4586,5.3786,3.5294,0.9716,1.6454,4.437,3.3648,1.6759,1.0493,0.4605,0.3684,2.5481,5.647,5.7305,5.8791,0,Benign
0.267,21467335.4892,1.0578,3.0334,2.757,2.0135,0.5284,2.3141,1.0756,1.1849,1.7793,0.8484,0.2207,0.4066,3.5773,0.4399,1.3067,5.4245,2.5004,4.518,1.8317,0,Benign
0.5627,576135.3391,1.0386,2.6934,1.5199,1.7758,7.3471,1.6769,2.4256,3.8744,1.0288,1.3036,3.363,1.9942,0.5752,2.2387,5.8085,1.0261,3.7744,4.136,3.015,0,Benign
0.2724,99154.2436,0.3775,2.3179,1.4155,4.757,1.176,25.5658,1.6598,1.6469,1.4627,7.2532,0.6101,16.2755,3.0268,1.4579,1.1975,0.2972,0.8143,5.0144,10.1383,1,Execution_Malware
0.0775,3380393.0465,0.4487,1.4116,2.3952,0.932,1.8962,0.7407,5.8823,0.4021,0.3705,1.1659,5.1318,0.435,0.8358,3.638,1.4743,2.6886,3.0584,5.8514,0.3872,0,Benign
2.169,33218.0902,6.58,1.9718,4.3599,1.7945,1.837,2.8997,0.5412,2.8516,1.2988,2.7672,6.5054,0.6196,1.3718,0.5292,6.5504,3.5191,0.3882,4.6617,4.1572,0,Benign
1.6371,34755052.5969,4.9458,11.7899,1.4859,3.3292,6.8057,3.6713,1.5255,0.83,3.4032,2.552,0.9003,2.1519,0.9887,2.0519,1.5344,0.6567,3.1714,5.3848,0.9966,0,Benign
0.0173,101810813.3764,1.2455,0.685,0.8478,3.5095,0.3837,0.109,1.4937,1.7762,1.9505,4.1505,0.1129,0.4214,0.891,4.8185,3.5414,2.5723,1.6288,5.2366,0.784,0,Benign
0.0329,202154.9771,0.7155,2.8641,3.4091,3.5909,1.6396,2.1827,3.3334,1.7572,1.5554,0.6986,1.0341,1.1584,0.8566,0.4611,3.4548,2.3436,1.4622,4.9345,1.7883,0,Benign
0.7776,3207005.3374,1.8776,2.5112,1.5019,0.2073,6.8747,3.7597,0.6249,1.6298,0.0943,2.409,2.745,1.1023,0.2766,1.6583,2.7737,1.0595,0.8716,5.5731,2.503,0,Benign
0.0388,423399.0293,2.2416,2.4914,2.3204,5.764,2.2072,0.1034,0.7306,1.5955,0.75,1.3404,2.141,1.8731,1.729,5.6776,1.1526,2.6166,2.3197,4.8641,0.3692,0,Benign
11.4112,5134121.599,0.3353,0.6866,0.5318,0.9403,6.3274,2.087,3.1107,1.9649,1.2713,2.2178,1.0216,1.319,1.3092,1.3516,4.4221,2.355,1.8102,4.0759,1.7634,0,Benign
0.0646,580548624.084,2.0218,0.3431,4.4309,9.9034,5.8748,1.2318,79.1695,1.6211,1.5929,0.6683,0.4983,2.6616,3.504,1.6751,4.73,1.7252,0.6072,5.2027,4.3167,1,CredentialDumping
10.8129,3876574.4508,0.719,3.9807,0.3332,2.8937,2.4067,0.0919,0.6941,1.6526,1.3217,0.6324,1.6363,0.761,1.1807,1.8233,3.0864,1.3329,2.0367,7.3963,2.912,1,DefenseEvasion
0.2121,2384374.8973,1.2202,0.6827,0.3796,2.1938,4.0393,1.2182,2.0517,1.8992,2.6373,3.242,4.9784,4.4603,0.713,0.7503,1.8028,3.6316,0.8135,4.3288,2.4938,0,Benign
6.1352,14158581.5436,3.8806,0.8601,2.3363,3.3863,2.7751,0.5952,0.5093,1.6005,1.8115,1.7516,1.6503,3.8401,0.9804,3.2304,1.7168,3.2865,2.1494,4.4355,1.4091,0,Benign
11.3027,102289.1533,1.2153,1.1546,2.7538,1.9092,1.3057,5.4818,2.4187,0.9748,1.867,0.6699,0.9157,7.8283,15.103,1.1563,0.6251,2.5663,2.5181,5.193,0.0698,1,PrivilegeEscalation
9.3935,744622.7315,1.8132,2.1247,0.476,2.6521,2.8487,0.9557,2.0816,2.9085,0.3064,4.0143,1.5326,1.7039,2.2315,1.5004,1.9947,6.3902,1.6643,5.2491,0.9918,0,Benign
0.1308,3781106.5552,3.6813,1.3826,2.6993,0.7615,0.7708,2.1319,2.2508,2.2827,2.6257,1.2639,1.3838,0.3123,2.6351,1.5973,1.0399,3.9197,3.666,4.9113,1.107,0,Benign
1.7154,2722782.8038,0.901,2.679,1.9771,1.6383,1.4593,1.3549,3.6681,4.7749,0.5574,0.6439,0.096,5.1172,2.6807,1.446,3.3191,5.1916,3.0667,4.857,0.216,0,Benign
3.0963,9441301.5927,2.4422,1.3302,0.7387,0.1812,2.6937,2.73,2.9888,3.6583,0.6956,1.8764,1.0001,1.1728,2.696,0.8302,2.0427,0.1964,3.8574,4.0686,1.551,0,Benign
2.5304,85109405.2118,2.099,5.4418,1.9817,4.906,3.8384,2.3836,3.4859,1.2165,0.8622,0.7408,1.5223,2.2387,2.3292,3.5922,2.8366,0.957,2.2712,4.6576,3.8693,0,Benign
3.6407,7703396.0119,0.418,0.8088,1.1543,1.4757,4.5474,2.989,1.3212,1.9843,0.26,1.8385,7.9734,1.0805,2.9673,0.9084,2.6354,3.0699,0.7976,4.5197,3.7734,0,Benign
0.8915,139317.0152,0.1672,0.7205,0.7328,1.9565,1.1498,0.6321,0.2272,0.5798,2.0447,1.0775,2.5374,0.2982,3.1415,3.7693,0.6991,1.6485,0.5262,4.749,3.5792,0,Benign
7.916,20514761.2567,1.0523,2.7119,1.3406,0.7639,0.5017,4.1325,3.649,5.0428,1.2081,1.0312,0.4103,1.8784,4.8638,3.0075,0.4474,1.702,0.5469,5.6802,1.2514,0,Benign
0.1267,2615498.622,2.5561,1.104,1.2438,1.6443,1.4772,1.3735,1.3483,1.6805,1.4246,3.1105,2.9095,0.9421,4.5656,2.4034,3.71,1.6205,1.1332,4.898,2.4724,0,Benign
0.5202,5064495.5527,0.8288,2.6081,0.5707,1.047,4.9319,1.9937,5.5988,1.3562,0.2559,2.3606,0.6932,0.7513,0.7519,1.3388,2.5686,3.5926,3.6124,5.1741,2.4009,0,Benign
1.6242,44702275.8469,0.6267,2.0391,1.1504,2.4232,3.3316,1.279,2.1041,2.0712,2.1306,5.3651,0.3778,2.0062,3.1291,1.6188,0.3403,0.909,1.3429,4.9908,1.2224,0,Benign
13.6296,1738385.2818,2.3933,2.0986,0.456,1.2092,0.931,0.3703,1.7883,1.595,3.0278,1.3753,3.8143,3.5995,3.7194,1.2744,1.7386,0.8311,2.7649,6.147,1.7592,0,Benign
10.9317,286034.4348,3.0605,1.6852,2.2885,1.3231,1.1622,3.4437,2.8422,1.6587,4.4688,1.5706,2.2387,0.7824,0.2204,0.3628,3.4571,0.7974,5.8415,5.049,3.4147,0,Benign
0.0093,202669.2502,3.8078,0.7964,0.3941,0.5172,0.8738,2.5971,0.9455,0.2859,4.0754,1.362,5.4606,0.9909,0.2836,1.2174,0.7988,2.1633,3.1764,5.0918,2.957,0,Benign
4.7582,7173286.8965,1.5764,1.2648,2.2977,0.8382,3.5732,0.881,0.9783,1.4472,3.2607,2.2916,2.1822,1.8125,0.5922,2.8836,2.3477,1.4948,1.5832,4.6539,3.935,0,Benign
5.7667,23432109.9914,0.6459,0.4594,0.6828,2.6705,1.8676,1.2765,0.3776,9.2076,1.9951,2.7404,2.1464,0.107,0.3054,0.507,0.1374,2.924,2.2718,4.5732,6.2421,0,Benign
0.9973,801029.4309,1.433,2.464,2.1672,7.0652,2.8328,18.0477,3.3098,2.7917,0.2496,0.6446,0.2928,5.3047,1.9914,1.2144,6.9299,1.3112,1.3045,5.445,10.765,1,Execution_Malware
0.5936,2130292.298,2.6896,1.3169,1.6701,3.3218,1.9214,2.4514,0.9365,3.3709,0.8698,2.7028,0.5109,2.6713,3.2116,0.8067,1.8816,2.0355,0.9173,4.3273,6.3109,0,Benign
10.9253,2814755.7572,86.214,4.8428,2.067,0.46,1.635,1.814,2.9091,31.1319,0.2672,1.0875,0.5603,0.1315,2.0448,1.2865,1.8762,0.8077,2.0015,4.2815,14.7048,1,ZeroDay_Process
0.7459,41055681.7895,0.9182,2.5665,1.5822,1.1442,2.4394,0.2086,1.211,1.3096,0.7008,4.0789,2.3231,3.4888,1.3637,17.7612,0.3058,1.8036,2.5462,5.8214,3.0952,1,Rootkit_Behavior
0.4029,2704834.5167,2.4322,4.0704,2.1129,1.1354,0.3596,2.1617,2.0352,1.8522,0.0838,2.7009,1.0663,0.5194,0.928,2.899,0.4551,1.4193,6.9773,4.5838,0.9636,0,Benign
3.3932,1241401.5223,0.8641,4.5085,3.7975,0.8551,3.0459,1.605,0.6249,1.133,2.4073,2.6561,6.0102,0.3016,2.8672,1.29,7.9452,2.6877,0.3835,7.8576,0.9772,1,DefenseEvasion
17.9716,12060964.198,1.045,1.9399,0.7892,0.4373,3.8695,1.7219,1.7931,2.4772,0.7761,2.9621,1.0815,6.3838,1.3342,0.5508,1.6191,1.6242,0.7157,6.0616,0.7733,0,Benign
0.0052,4280523.0844,0.9017,1.6479,2.7582,1.5309,1.4984,1.4399,1.141,0.471,0.8123,1.4527,2.2524,1.2221,0.8468,0.7225,1.28,1.035,1.4515,5.6095,1.1981,0,Benign
3.9096,34820326.2735,1.2856,2.809,3.5761,8.7107,3.5197,2.6572,3.853,7.6654,1.4319,1.293,1.654,6.9843,0.6148,0.7173,1.501,0.5707,1.6804,4.6269,2.0334,0,Benign
2.3597,44916767.9969,8.7685,1.1456,3.1622,0.418,2.5949,2.7108,1.3283,1.2732,2.629,5.2945,0.3631,3.9051,3.7314,4.7577,0.5701,1.2459,0.9716,4.7399,4.1381,0,Benign
6.2374,1422110.3251,1.3314,1.1661,3.4237,1.6385,0.7894,2.6576,2.5739,1.503,1.574,3.5602,3.0894,2.6801,0.5787,2.6671,1.0898,1.629,2.5711,4.6369,4.0388,0,Benign
0.5484,27992771.153,0.6523,3.4532,2.8552,1.2917,4.2668,0.3782,1.4868,1.0094,0.8561,2.1898,4.785,1.1553,3.3503,0.9824,2.5423,1.4648,0.5216,5.2771,1.6237,0,Benign
0.023,3411995.0947,0.2975,2.9798,1.522,1.5168,2.1091,5.3951,1.2716,1.6646,2.5481,1.0891,4.1661,5.3655,0.9028,4.0574,1.9445,2.0765,4.4632,5.3614,3.2428,0,Benign
0.9593,45955635.508,3.16,4.1553,3.1916,2.018,0.1021,0.5256,1.9653,4.9624,8.339,0.8485,1.1761,2.2395,1.8732,2.686,4.7884,1.7392,4.8947,5.5772,1.8538,0,Benign
0.0017,27879137.0707,0.3425,0.4305,1.7742,0.1514,1.615,5.8641,4.6661,2.9243,3.3495,3.8155,0.7237,4.2142,0.9519,4.4659,4.3192,1.4781,0.4262,4.9688,2.4053,0,Benign
0.124,20365441.3057,1.1253,1.6025,0.9092,0.4482,0.1979,0.8794,1.9633,1.3911,2.923,1.1587,3.885,2.4971,0.2866,4.3237,2.6807,2.48,1.9177,4.9446,0.8007,0,Benign
0.3553,4512233.9239,1.4167,2.9813,1.4098,0.1536,2.9898,3.153,1.4218,4.7943,4.3409,1.6217,1.2311,3.6887,0.9829,4.2231,2.0912,0.1092,1.6808,5.2907,0.2714,0,Benign
0.9863,706106.2197,1.0355,0.7759,2.6251,0.9277,2.5186,1.8782,0.4572,1.1622,0.7891,1.2565,1.3949,1.5351,0.6194,6.5235,2.1227,0.753,0.514,4.216,2.2499,0,Benign
6.8337,230832.6325,6.9304,2.0183,2.6878,2.9993,0.6685,0.3371,2.4372,0.1949,4.1887,2.9902,1.824,1.0895,2.1198,2.3529,2.0272,0.7343,3.3055,4.3233,4.6012,0,Benign
1.0018,3853490.8496,2.0909,2.1108,0.9598,1.1246,0.492,2.6954,1.8337,0.4847,0.0948,3.7135,1.7524,4.272,0.9901,3.3836,2.4816,4.4191,0.4813,6.2006,0.8108,0,Benign
3.8979,7506214.8809,1.2954,1.4117,4.9877,1.0431,3.4998,0.4143,3.8159,3.538,3.4341,3.0569,1.0568,3.5159,0.9424,1.4901,2.3661,2.5239,0.3096,5.2973,6.9995,0,Benign
11.839,9721730.0893,0.4528,2.8388,0.5462,0.5742,1.8038,2.1498,0.7115,0.8352,0.0709,3.4736,0.8723,1.0017,3.5646,1.0428,2.834,0.3964,0.7785,5.183,2.674,0,Benign
0.389,830216.113,3.1474,2.6831,2.2625,1.7688,1.4616,0.0956,1.3303,0.7785,3.4007,0.7991,4.2023,1.1309,5.3945,1.0114,0.852,1.1609,1.4759,4.9183,0.6949,0,Benign
0.518,4537888.1724,1.4383,3.2319,2.7043,1.8949,1.0871,2.7898,1.7371,0.8813,1.1159,0.4812,1.3291,3.1881,2.9413,1.3718,0.7571,1.4963,3.0619,5.4573,0.3237,0,Benign
6.5351,5896366.9324,2.7835,2.139,1.6716,1.311,1.3198,6.5008,2.2352,1.5985,2.5735,1.9874,3.3472,2.3607,1.9484,1.7444,2.6139,2.1221,3.8098,5.0066,0.6391,0,Benign
0.0053,98728982.4442,3.0644,0.6264,0.603,0.3268,3.0413,1.1833,1.1234,3.1067,2.823,2.7111,2.7237,1.2729,4.7435,2.9509,2.7699,3.8942,2.1311,4.3019,1.8166,0,Benign
2.8031,18860855.6595,0.4622,2.877,0.3528,0.879,0.8313,1.6263,0.5511,1.5867,1.7791,3.8159,1.8804,0.2018,3.0327,0.6008,1.7259,3.1478,0.7337,4.3664,1.1556,0,Benign
3.6516,1527702.9345,0.8931,0.9684,5.885,3.8749,3.9201,4.0303,2.9426,0.2219,0.9649,0.8715,1.7871,2.4042,3.6297,1.0278,5.2625,1.5312,2.8148,4.6578,1.124,0,Benign
3.6869,4593416.5379,5.9821,1.1561,2.4617,4.1236,0.8011,1.452,2.4197,2.6248,3.273,4.8846,2.0701,0.8614,1.0032,6.66,0.9386,2.1767,1.1414,4.8562,2.6604,0,Benign
8.8956,14480396.5758,2.7728,2.0401,4.1034,0.4618,2.631,0.6248,2.9844,2.5104,1.8218,2.548,2.7117,0.911,5.9204,3.5521,2.2304,4.1977,0.8291,5.2316,1.1257,1,PrivilegeEscalation
0.1955,794333.4514,0.3832,1.15,2.4872,1.1917,0.9889,3.3502,0.6682,4.2217,3.5642,0.4695,0.0642,1.0112,3.949,0.9793,0.9025,1.3674,2.5829,5.387,1.886,0,Benign
10.7619,662489.5395,1.3174,2.1696,4.3356,3.7403,3.8553,1.5057,2.5527,1.7274,5.4333,0.1022,3.7662,4.3031,2.5523,0.883,1.9309,2.2766,1.146,4.7506,0.417,0,Benign
4.0247,6025077.4114,3.8048,4.7094,1.1345,2.5139,0.7,0.2882,2.3877,1.2237,1.4767,1.7732,2.7101,2.3717,2.7805,6.4714,0.9476,1.5418,8.1653,4.175,1.1348,0,Benign
20.7173,3015022.5186,0.9119,5.3627,1.8538,2.0967,5.7341,1.2008,0.7711,1.7745,2.2694,2.1918,2.9756,1.5619,2.0314,1.6587,1.9662,2.5938,0.6877,6.0833,0.6768,0,Benign
1.5083,13311510.1976,2.2005,2.6707,0.2463,1.0009,3.1005,4.2548,1.8533,1.3141,1.709,3.5857,3.1586,0.861,1.3046,1.3235,1.9581,4.2886,0.8687,4.1834,2.2734,0,Benign
0.0393,151952.3636,3.7569,0.4264,2.4741,0.6464,3.3574,4.6008,1.5465,1.5183,1.663,2.0818,1.1027,4.1941,2.6917,0.845,1.5065,1.1183,0.3445,5.761,3.5446,0,Benign
3.0793,3897528.5688,1.7879,1.6593,2.5185,3.8562,2.1202,2.3192,1.5663,4.0397,2.4228,0.7809,1.578,1.874,0.4265,0.5636,2.5123,1.7931,0.7743,5.3166,3.3554,0,Benign
30.4089,3230708.7572,3.0298,0.6982,1.589,1.3787,1.4832,0.3969,1.1638,0.2938,2.0241,4.175,1.335,1.2833,17.152,2.0864,1.1107,3.2083,2.9342,4.7385,1.5934,1,PrivilegeEscalation
0.0111,68869.7532,8.2743,3.6431,0.5379,1.1715,0.0339,0.8488,8.1997,36.2293,2.6344,2.5234,2.0693,0.7797,0.4475,1.5966,1.3288,3.8172,1.4603,4.578,10.0714,1,ZeroDay_Process
22.6957,156827525.7479,5.0178,1.5962,1.0154,1.1716,5.3654,2.1903,2.5254,2.034,4.2065,1.5068,2.3253,2.1838,0.8461,4.3285,3.4632,1.7152,0.7819,5.1965,2.4487,0,Benign
0.0555,497919.0492,2.3809,5.3331,1.1631,1.5048,3.6059,2.4923,1.0049,0.4603,1.9341,0.9007,0.8044,1.2042,1.2263,0.019,16.7684,6.49,1.9217,7.1001,1.9514,1,DefenseEvasion
0.1647,5362418.3085,1.8617,2.4854,0.4271,1.6964,0.9248,0.6916,0.1995,1.0339,0.3028,2.5157,1.7029,0.9613,3.2513,1.0112,2.5465,2.6374,0.5336,5.2877,0.6425,0,Benign
5.2247,1996642.3036,1.2493,2.7359,0.8502,0.6882,4.8924,0.0896,3.7945,1.3402,0.9608,0.9664,0.6832,2.2583,1.3389,3.0234,2.4761,1.5191,2.7161,5.3366,1.2986,0,Benign
10.9575,1426700.4354,5.0778,0.4641,2.3369,3.9636,3.0818,1.2202,2.8583,0.886,3.3322,2.1016,2.2213,0.8231,3.8501,0.8982,0.8932,1.5793,0.5175,5.4448,7.0085,0,Benign
0.0817,34690019.0548,1.8832,2.3511,1.2817,4.0817,1.2539,4.7598,3.4153,5.0414,1.1009,1.6585,5.7947,14.9993,1.6368,0.8514,1.0025,2.6854,1.5166,4.3526,10.4253,1,Execution_Malware
2.7807,3930341.5079,2.7188,0.9711,2.2613,0.5232,0.2064,0.9107,3.1015,1.2457,2.0073,1.6399,2.1063,0.6231,0.6211,1.7445,1.3576,1.4195,0.7857,5.115,2.389,0,Benign
0.5083,22776093.2875,4.9907,0.2553,2.4687,3.5392,1.5235,0.9148,10.1889,1.5027,18.727,2.3227,8.7969,1.8101,0.5841,2.9865,3.4449,1.6594,6.1962,5.1913,0.7299,1,ProcessInjection
4.3757,86519829.5736,3.153,2.7229,2.0073,2.1312,0.0643,3.273,2.3195,0.6546,1.0574,1.703,5.1005,4.0753,1.0361,0.8855,1.4855,0.5647,0.1549,4.8654,8.466,0,Benign
3.418,10028879.2127,2.8229,2.1,3.1308,0.4192,0.1315,1.797,0.6209,2.9272,1.4112,2.1816,0.893,0.1153,2.9322,0.8158,7.7612,0.7148,0.5749,5.2389,1.2614,0,Benign
0.9052,227939590.5032,1.4615,0.4749,2.4912,0.6953,0.5394,0.8081,0.8937,2.4771,2.7292,1.7862,1.627,3.0514,4.1524,3.373,3.087,4.1047,4.4021,4.6873,3.4034,0,Benign
3.5912,881843.0339,0.564,3.6389,5.2728,0.9477,1.3129,2.6739,3.5584,1.6699,2.5095,3.0511,0.6273,1.4801,0.5843,3.474,1.6966,1.3669,2.3872,4.743,5.0759,0,Benign
9.6745,79034.2429,6.3449,0.7504,1.1325,2.8711,1.7762,1.6336,1.6272,0.8051,0.9002,1.7959,1.5501,0.2128,1.8993,2.2828,2.9398,0.3771,0.8586,4.52,1.3222,0,Benign
1.8123,289919.1523,3.0083,0.8762,1.3138,1.5255,2.4304,3.2903,2.8092,0.6133,4.6008,4.4112,3.5802,0.8387,1.5019,5.2355,0.7916,3.4443,1.1541,5.7829,1.8606,0,Benign
3.2156,7326075.065,0.2603,4.2609,3.1694,3.5572,4.8959,1.3826,1.0487,0.402,0.1724,1.8588,0.5365,2.9441,0.6602,0.695,3.069,0.1447,1.775,5.6673,0.9756,0,Benign
49.2703,2890994.3294,0.3071,1.2043,3.461,1.0819,2.266,0.925,0.8666,0.7921,2.2417,2.9914,1.9931,3.9301,1.3369,3.2901,5.6328,3.4445,1.6167,4.2407,3.5286,0,Benign
0.2775,586324.7225,4.7637,1.0027,2.9888,2.877,2.4515,1.2541,0.6032,0.8604,2.8646,3.6087,1.6756,6.5744,7.6828,0.5483,1.5943,0.9451,0.8324,5.1107,0.2016,0,Benign
0.0158,28190113.4557,4.481,1.9586,2.1517,4.0698,1.7792,1.0239,1.8926,0.4247,5.0433,1.4213,1.7613,3.6642,1.0695,5.2119,0.6429,0.6656,2.9874,4.261,2.3065,0,Benign
11.8924,22738247.1252,3.0524,0.2021,1.3348,2.5682,0.21,0.2585,1.1002,0.649,1.7204,1.3648,0.9377,0.522,2.9554,1.5745,2.633,1.3311,0.726,3.9012,0.2518,0,Benign
0.0006,4797724.7165,2.1054,0.8211,2.9232,2.7539,0.8958,0.8325,0.9287,0.9477,1.6046,2.7374,2.3504,0.4722,0.6198,2.0012,1.7416,1.2755,2.0037,4.7282,1.4614,0,Benign
1.3594,28581422.2286,2.5096,1.3935,1.3024,0.7718,1.9839,0.9391,0.9313,3.1849,7.7908,2.4044,2.6222,2.208,0.8449,2.245,0.8787,1.1782,1.8463,5.2861,2.9849,0,Benign
0.1495,8787362.4732,0.5834,0.7457,1.7052,2.2578,0.5845,0.2592,2.67,0.7725,1.6762,1.3019,1.2376,3.6205,0.9592,3.0842,3.9793,2.2329,1.4742,5.1427,3.8121,1,PrivilegeEscalation
0.0858,13434450.1433,0.2557,4.1989,0.5786,2.1676,0.4263,5.2033,0.7282,0.8401,0.8004,3.1313,2.3829,5.2996,1.6563,0.484,3.1952,1.1438,7.0653,4.9414,1.0291,0,Benign
13.2229,573417.9347,2.5321,2.2713,0.2572,1.5156,1.4444,3.5245,0.4269,1.9725,1.051,1.2702,2.5883,2.5786,0.5235,3.8762,2.5773,0.9649,0.9786,4.6989,2.6712,0,Benign
0.586,6013068.9476,1.0223,1.5283,3.0643,0.3464,1.2245,15.9582,3.3246,1.1809,0.8504,0.9035,2.0395,8.687,0.5769,2.3407,1.728,1.7917,2.8407,4.7817,8.8725,1,Execution_Malware
1.0275,178382219.8375,4.0896,1.4781,1.4151,1.4363,2.7618,2.8925,1.586,2.0125,4.0553,2.469,3.414,2.8738,1.7386,0.4791,1.4195,0.9675,1.1364,4.599,0.9006,0,Benign
18.1155,1158219.0003,1.2896,3.0688,2.6329,1.8155,2.3351,5.5894,0.6679,0.5797,0.315,1.5724,1.1337,1.0803,2.8141,2.7842,4.3095,2.5734,2.0731,5.5406,8.6591,0,Benign
0.0091,58650181.7025,2.8498,0.5397,2.624,0.3908,2.0905,6.0299,0.5455,2.674,3.6586,3.2686,2.0611,1.0794,1.1423,1.4589,1.26,5.2812,1.3478,5.5183,1.0893,0,Benign
0.0099,666203.6618,0.5541,1.7043,2.5491,0.9046,0.7666,1.0588,6.9726,0.3603,1.1893,3.8437,0.9749,0.2674,1.892,1.5899,4.3729,4.1516,1.889,5.718,2.3538,0,Benign
4.2709,3543013.7264,2.8395,2.1208,1.2444,33.1755,3.1217,1.9396,220.5118,2.6837,6.2664,2.83,0.4545,0.2758,4.2404,0.8695,4.6719,1.9546,3.2698,5.5322,1.6284,1,CredentialDumping
11.9687,256146.3133,1.1825,3.7317,3.4024,0.1053,2.157,1.0677,3.5129,1.7638,3.6587,1.8099,4.8809,3.9439,3.1869,5.2393,1.8535,2.4401,2.3493,5.4504,0.9066,0,Benign
2.3383,2248652.7679,0.7562,2.5393,0.3363,1.0196,2.036,2.351,13.9726,0.4715,14.8261,0.4477,6.4699,3.3065,0.6626,1.2468,3.2722,2.3723,9.7421,4.8141,1.8554,1,ProcessInjection
0.0914,833321.5818,2.8201,0.708,1.4937,1.9702,1.8065,0.9287,5.6892,3.8191,0.6765,0.894,1.7251,1.757,2.7172,2.0017,1.2112,1.7411,1.6207,4.5144,2.8435,0,Benign
0.0296,107314.3206,0.8489,0.8138,0.558,1.281,7.813,1.5065,0.4725,0.1588,3.7634,1.2218,5.0649,1.4394,1.4231,0.8019,10.681,3.1222,0.6714,7.9166,5.0385,1,DefenseEvasion
3.9912,398016.3435,1.3178,2.6,1.7538,1.5917,0.691,5.621,2.7461,1.5845,0.783,1.9857,2.4821,2.4383,5.0979,0.9276,2.228,1.3725,2.9043,5.9384,0.2109,0,Benign
14.0256,2116156.652,3.2421,2.0821,0.989,1.4854,1.4448,1.9462,2.0631,2.7839,3.7546,0.4528,1.8897,0.9138,2.7909,2.3758,1.4221,3.7405,1.0138,5.2536,2.4481,0,Benign
1.5598,9606836.9954,0.7216,0.5931,0.3423,6.498,2.678,4.9049,0.1661,3.6355,7.646,1.5531,0.6355,0.9365,1.0891,3.1992,2.8815,2.3085,2.5991,7.9466,1.7171,1,DefenseEvasion
0.2645,1946551.926,1.0875,1.0684,2.8689,0.44,0.75,2.1474,1.213,0.8103,3.5503,2.169,2.3221,2.6036,0.5546,0.7503,2.9381,4.6435,2.8471,5.6908,4.8977,0,Benign
3.5281,6485250.2984,4.1779,0.8649,0.803,0.5301,2.3701,4.5323,2.6672,0.8097,1.5108,0.5141,2.4777,2.9795,2.3718,3.2914,1.3349,1.092,1.4415,4.0465,3.6998,0,Benign
2.8142,2646632.2474,1.1017,2.1023,0.5482,0.4164,0.8603,3.4769,1.5321,3.4682,1.1774,1.4802,0.9406,4.7488,1.5128,4.8795,2.8295,2.35,1.3309,4.1021,3.1323,0,Benign
2.2001,7370889.1712,0.2891,0.3324,1.2852,1.6314,0.6947,1.1724,0.6131,0.9645,2.6759,0.7974,2.7545,1.9973,4.2646,1.5995,0.7428,3.7873,0.3546,4.499,0.6985,0,Benign
2.4435,1793706.2798,2.1148,2.7856,2.378,1.554,0.8162,3.602,0.6499,2.3046,3.0771,2.5926,2.3931,1.2809,1.7004,1.3173,0.4091,5.4751,2.8505,4.9188,0.3129,0,Benign
1.6808,212378893.2655,0.3976,0.7645,1.367,1.9646,2.494,0.5398,2.6497,2.0337,0.3344,4.1448,2.0063,1.66,7.1788,1.8286,1.1468,0.9573,0.4949,5.9623,1.7666,0,Benign
0.0195,344150.3374,3.4335,2.8543,0.7051,4.9061,4.4061,2.4018,2.0144,1.1867,1.299,4.2069,0.3453,1.4846,6.1242,0.9488,2.595,3.7982,4.7261,4.5492,2.2458,0,Benign
8.9631,10231538.0585,0.7956,0.4838,6.1744,1.6478,4.1763,1.78,2.4261,1.8455,2.6137,3.3678,1.083,1.1432,0.4472,2.5344,1.341,1.3808,2.2526,5.0103,0.5666,0,Benign
0.9251,2310564.5591,1.1249,5.0268,2.3484,3.7064,1.6145,1.7019,1.8382,2.1945,2.6193,3.6961,0.8818,2.3108,4.5125,4.1642,0.9204,0.5173,1.7906,4.6516,1.2189,0,Benign
7.2749,11292.2433,3.1553,1.1919,2.2124,1.1899,4.2239,0.8909,4.5137,0.4808,0.4643,4.8408,5.9639,0.7493,2.8193,1.1855,0.8373,5.5852,1.1247,5.3903,0.8388,0,Benign
0.695,17056995.418,0.9419,2.6501,0.9679,5.2053,2.7118,6.2258,1.0369,1.1234,1.7959,0.2365,0.8633,0.9467,2.5392,1.1564,3.6457,1.8654,1.9085,4.9736,3.0129,0,Benign
4.0077,1392812.3658,1.5027,2.6029,1.141,3.2111,0.4156,3.3298,2.8465,0.5759,4.1008,5.1462,2.3689,2.6292,1.0491,0.0524,2.0067,1.8878,1.7917,4.5056,3.7337,0,Benign
