Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts_s,Flow_Pkts_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Mean,Bwd_IAT_Mean,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts_s,Bwd_Pkts_s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,Down_Up_Ratio,Pkt_Size_Avg,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Active_Mean,Label,Attack_Type
14.1828,29.3724,19.0968,8.8865,26.9049,28.2877,19.796,1.9727,11.1221,2.2143,10.2685,23.5744,3.4513,17.2948,33.0218,39.7238,8.1234,9.9222,109.3977,2.1704,37.0826,36.79,8.9083,2.6855,2.6812,4.4879,7.2273,18.6924,2.2506,6.653,4.1672,18.5412,6.6611,7.8386,9.105,16.5915,7.0795,4.0859,7.6451,8.2168,0,Benign
0.9598,17.5977,5.4377,9.3465,7.4248,33.6297,2.5939,5.6138,6.1142,8.8934,23.6745,2.2821,0.9769,28.7716,36.4649,10.6218,0.8531,33.9562,13.4256,18.4621,1.9129,1.7404,5.4793,1.7523,11.5742,1.1179,15.9328,2.6931,7.1651,13.0062,13.8817,1.906,3.765,8.5347,4.5416,17.4157,9.8787,6.6193,4.2137,26.7642,0,Benign
6.1581,23.7503,11.3451,4.3673,6.3014,3.4847,6.5411,8.5139,4.6498,29.6841,1.8455,10.1588,5.3196,4.9576,4.3162,8.5217,4.8476,15.9386,15.2328,41.5239,6.1372,7.1644,3.9382,11.9942,8.0078,11.204,8.4513,10.059,4.6131,50.3004,18.0719,22.8545,8.6278,6.3932,9.4281,5.1716,27.5246,15.1846,3.0579,114.8549,0,Benign
11.0804,13.9679,2.7091,0.8301,3.471,7.6457,9.0656,4.701,10.9516,5.9576,55.2662,26.0352,6.2506,6.5381,4.4858,9.1118,3.4017,3.0628,4.3479,18.0988,11.3367,2.7472,3.5541,13.1311,13.1669,89.6846,6.9609,2.4956,8.2544,7.3813,4.7442,1.3188,14.9305,6.1095,9.0371,7.9043,21.0327,4.0419,1.9405,2.1384,0,Benign
19.3809,11.5674,8.2766,10.735,4.0261,66.0555,7.764,3.8853,2.0878,2.1392,7.2525,5.696,27.3196,4.9516,19.0996,4.07,5.5723,2.8382,88.5317,6.5262,18.1916,3.6504,5.7565,14.1933,1.1982,9.6592,5.7943,12.4486,2.9682,50.2311,7.9123,2.7617,2.0766,28.4874,3.4101,10.217,6.5898,3.7519,6.3381,6.8414,0,Benign
1.2908,0.6084,5.9238,1.8188,132.7046,16.9628,2.8202,2.5348,26.0695,5.0598,24.2927,4.6608,15.7951,16.4852,5.4798,2.0605,8.3152,15.1404,5.0673,5.5917,8.5231,4.6862,9.5246,38.4161,11.8465,25.6962,1.7376,3.5214,4.9451,4.0344,15.6684,2.539,9.3088,97.793,3.2946,13.9674,5.3256,5.1766,7.4221,7.3972,1,Infiltration
8.1691,12.4467,2.5868,3.8113,11.5789,4.9537,1.6846,5.3047,53.877,10.7521,6.3965,5.7392,8.2106,8.9436,21.0534,1.9927,8.6273,8.9572,22.8155,4.7508,6.1395,10.5527,12.6664,8.3259,23.0232,3.4808,5.1697,8.9311,4.07,10.1654,9.4509,8.7469,6.9701,5.3736,8.8864,1.7489,1.8806,7.4531,2.007,2.6948,0,Benign
18.7012,3.2202,3.2782,4.7578,32.4067,13.5572,5.4763,4.4698,16.6559,1.2852,1.479,16.3341,4.4306,3.057,9.2911,4.0153,5.3695,6.8045,5.2117,1.7626,4.6801,28.7259,1.6449,4.9616,5.3619,5.9419,14.6181,9.7752,3.6444,75.01,21.5131,3.3484,4.0618,23.695,1.866,43.4037,2.7787,15.1222,3.192,26.4166,0,Benign
10.2161,19.1877,4.1287,30.5483,4.1709,2.3671,55.2416,6.8869,9.3273,1.5126,2.4379,8.6616,4.4773,4.1344,1.5674,4.5441,25.0966,39.6734,11.2873,10.7324,2.1494,51.4251,11.0302,2.4622,13.2121,17.8048,15.6674,3.4648,1.1098,8.4508,5.8418,6.2107,0.6678,27.7355,5.9806,46.2189,47.718,12.9256,50.7547,1.9107,0,Benign
15.5108,3.1832,5.1962,2.2343,1.99,11.3268,9.7698,3.9364,37.3008,0.7531,4.1571,22.8604,28.3066,29.731,4.9999,49.1959,4.7074,10.4817,2.1015,2.7095,3.0585,1.4657,5.6167,1.7586,6.3517,9.5919,5.1949,1.8885,6.369,3.5224,2.4721,29.7963,8.3515,2.5985,9.7257,2.5341,36.05,2.609,9.9431,44.8072,0,Benign
15.2182,2.162,0.9683,6.9608,12.8437,10.4264,3.0156,22.9951,34.9484,15.2657,7.7987,7.6126,7.204,10.8054,1.9711,13.8481,26.5047,9.1704,55.7469,11.0283,2.7184,8.4289,2.1823,4.3759,12.8902,18.572,32.2769,4.5129,7.1376,22.4908,12.6447,17.9999,10.4951,17.4813,11.4573,2.0862,6.7845,2.0895,36.4382,37.4638,0,Benign
3.0059,5.1872,12.2466,3.4848,3.7613,17.2756,15.8433,1.8707,10.0966,3.8679,14.0622,0.5147,16.9489,2.7205,5.8348,4.2983,7.6686,9.9802,32.7544,15.1722,19.4475,36.4217,33.6449,12.5678,0.7455,1.4643,3.3112,15.8289,2.3849,4.3053,1.7579,2.6423,10.0871,14.2469,1.4989,9.73,7.5611,0.6449,6.193,2.4759,0,Benign
18.7429,11.7204,20.6514,42.7025,7.0159,37.667,4.2426,12.2656,9.3152,0.7377,0.6512,36.9066,20.4911,9.3596,26.4448,10.6986,8.2576,73.3239,27.8346,12.8164,10.1438,8.2377,14.353,6.8545,4.6622,11.92,0.9908,2.9255,2.7294,13.9591,15.943,0.9117,3.3336,5.7166,33.9014,10.4402,40.13,2.4747,0.9144,5.0514,0,Benign
15.6594,7.9498,3.0403,11.9764,10.1659,21.68,14.3002,11.4529,2.1459,20.6103,12.3956,5.6103,1.944,10.3367,2.4712,13.8223,2.2742,3.9566,2.3911,4.3588,5.1036,4.321,9.8877,2.3596,20.0178,25.1057,29.4861,1.8347,2.3263,122.0541,0.6719,18.7014,2.4464,13.4307,3.5162,1.0598,7.6889,10.9918,5.7706,11.8023,0,Benign
4.5245,8.4106,6.4271,17.1415,25.9432,14.4226,2.162,68.6958,4.9894,2.9542,7.108,5.0566,7.3181,81.0303,18.9071,3.9325,13.8391,2.3119,18.0417,10.2174,36.9728,11.0141,6.5678,19.3118,6.0737,16.9622,11.4369,1.9752,6.5501,12.4766,4.9277,25.5952,2.5575,6.7997,18.3076,20.0249,4.6133,24.0079,8.7909,5.4561,0,Benign
6.8924,4.3153,2.8891,7.6631,5.2159,19.8872,3.0971,4.5939,25.1172,8.5025,37.8022,5.568,3.2673,1.5029,30.5507,20.558,2.0785,99.1286,2.1366,16.7566,9.9133,22.7581,15.7797,13.9133,21.6188,9.5226,4.8383,12.9895,3.9019,18.1348,3.9427,5.7202,10.9177,0.8334,0.6909,16.763,14.1017,6.9417,12.3983,10.2166,0,Benign
16.8567,17.1755,5.0344,4.7353,397.9483,10.7803,2.5261,8.0826,7.6578,4.9893,3.3584,11.1881,7.1121,25.0067,7.9113,11.8346,31.8351,98.7704,49.881,2.221,36.8618,27.4463,46.8088,6.4964,6.9012,38.7728,5.2968,6.1421,7.8682,14.3403,6.2544,22.2428,8.5542,14.5212,10.0889,12.1883,10.8391,9.452,14.937,100.1097,1,Infiltration
26.7166,11.9063,35.4741,34.0427,2.3545,12.8035,9.3916,18.6485,14.6558,13.3352,2.482,5.9255,14.0767,6.7018,1.901,8.701,3.8403,4.5503,22.8033,9.7428,8.4552,5.0318,2.5279,5.1992,8.1291,10.6032,7.5049,6.1127,4.8872,38.3458,6.7311,9.9325,6.921,19.0915,12.2544,7.1737,2.5764,4.7036,11.4886,13.0417,0,Benign
6.1698,24.3293,10.5586,5.1672,53.7062,40.468,5.6788,2.4719,11.8951,13.8777,41.0197,22.2093,5.5238,17.248,10.2214,1.7322,3.679,47.1957,1.5172,2.6326,1.5467,14.9715,4.8618,4.6796,3.2962,7.8859,4.7751,8.1932,4.5696,29.7278,9.6669,9.2954,4.7028,3.9112,5.0395,3.7242,36.3137,11.5289,2.5944,6.1929,0,Benign
10.9191,1.9896,3.3191,1.9757,5.3589,2.3536,9.6856,12.7576,20.5855,1.2871,14.7105,6.947,39.0547,27.2326,22.913,14.4246,29.3373,1.8655,2.5564,4.337,2.7718,13.2757,9.793,5.2323,5.3043,4.8854,24.32,37.5376,9.6448,4.1629,5.8764,1.5193,14.9206,2.9601,6.0088,146.0549,4.6358,25.1593,3.5058,2.0355,0,Benign
28.8261,5.2101,52.5906,9.8056,5.2747,2.9743,13.4478,3.8171,3.6855,108.6993,3.8199,18.808,4.6508,9.7094,4.9891,14.9353,18.174,13.7769,4.4106,5.3063,24.8974,13.351,4.3046,16.5164,3.1413,9.8599,8.0319,27.8491,15.7826,19.3937,6.8855,2.1792,11.2196,2.7112,6.088,13.5615,11.2846,4.0252,8.4842,30.8645,0,Benign
4.4339,43.0244,6.0623,1.6321,9.1491,2.8088,7.712,7.2026,5.6401,7.1578,4.7682,24.9932,1.9469,17.2474,12.399,9.2349,4.1507,3.4389,9.6862,42.0011,3.0671,40.0931,7.9367,3.9808,17.9643,12.4991,11.906,22.8901,4.6793,9.7512,12.7424,8.0785,1.5835,3.8001,9.9056,9.8933,6.5231,44.8233,9.5734,9.9956,0,Benign
34.6217,21.9925,1.3193,11.8223,40.1514,8.709,2.5633,14.9935,7.9471,9.6368,64.9844,11.5113,36.2415,35.6888,3.1166,12.7531,6.5863,7.3975,21.1157,1.0865,51.258,13.063,1.6664,2.9585,2.1839,27.7008,10.8023,14.5184,4.8714,2.9109,4.2295,32.5225,9.0865,2.411,2.0128,13.1972,7.3461,3.3472,3.5801,8.6515,0,Benign
0.3963,7.4722,3.9174,8.1285,2.4309,93.2543,9.1346,22.7733,94.5698,29.7374,2.4881,1.9003,4.5353,3.2119,1.8725,12.0781,10.0681,7.5339,6.5291,25.5185,19.0305,22.7173,14.5638,12.2967,31.2995,31.2538,10.0709,4.6858,25.5669,3.5801,11.5482,18.6988,4.5845,42.6821,13.347,8.2493,3.7392,2.1166,4.4721,1.3052,1,PortScan
6.2239,5.3608,17.9772,14.2088,13.001,5.0529,45.913,9.9912,28.9063,69.5058,10.1085,9.0199,54.4734,5.6541,4.3229,43.2443,8.1005,4.1507,18.039,22.5204,28.1859,13.0468,4.0746,6.6803,3.9356,5.8619,13.2595,10.3503,13.8661,12.1914,9.2451,8.8754,2.8432,14.136,47.897,3.5156,6.5447,3.3697,6.941,9.0444,0,Benign
15.8505,5.1405,3.4681,16.57,19.9889,3.4539,8.9136,0.7667,29.5134,30.2195,2.9682,10.3308,2.1842,5.9262,52.7434,40.1711,2.464,2.0073,6.619,15.0766,6.1115,27.2549,7.0609,5.1971,9.7717,3.0542,2.8247,2.4367,1.3682,2.5399,41.7824,9.8746,26.5566,10.2717,12.3793,10.006,10.9907,3.4341,7.9504,5.9642,0,Benign
24.3187,1.5107,10.9524,6.844,6.0621,12.7803,2.1929,9.0097,1.6866,10.6975,16.1397,3.0531,2.1312,1.0796,10.8265,2.2787,1.1761,1.054,3.1472,3.9158,2.2483,5.8156,2.2223,19.2773,6.4772,22.1587,1.4883,7.2062,1.432,5.947,11.776,2.4852,1.8528,24.4569,3.3411,4.1726,21.1394,6.5497,17.055,5.1482,0,Benign
9.126,1.8393,6.7519,9.6266,7.5458,1.678,12.0732,31.8581,17.0606,16.2542,8.0295,5.7648,8.1279,21.4147,10.3177,6.6471,1.2674,7.9134,2.5998,15.7991,2.9302,6.5271,23.8273,3.6139,36.9321,5.8101,6.8373,18.5525,6.0166,15.5855,4.7119,25.4401,3.5421,3.2069,19.4198,11.0343,12.8974,2.0443,37.9472,42.1725,0,Benign
1.1711,1.0831,15.6388,2.5701,4.11,5.8526,5.8522,32.1953,4.817,5.712,20.076,3.3483,12.7035,9.2282,6.4071,8.8009,21.0328,20.2841,4.438,3.3983,9.2465,14.7318,17.3874,27.3522,4.4654,6.4179,2.6043,4.1459,3.6907,13.3237,2.4146,68.1071,16.2866,3.1589,2.2863,6.2776,16.4488,7.9458,6.4594,3.5711,0,Benign
6.0796,45.1737,6.3947,29.4414,8.242,7.0599,1.927,1.2522,11.171,8.2895,26.5989,3.3323,20.3123,4.439,7.386,9.7108,11.6028,13.6918,2.6768,1.5083,17.0582,2.6508,2.3037,2.6448,3.5117,24.2847,11.544,5.2466,22.3058,3.6965,5.4127,1.2425,14.8375,5.4147,2.1609,7.6641,13.3632,5.5475,8.5867,6.2568,0,Benign
5.8982,15.9979,12.7662,10.7145,10.3516,8.1229,29.8642,8.4567,15.3805,22.8277,5.1417,2.9631,3.7681,9.4945,9.3021,9.7724,4.0596,2.6332,14.7119,14.3492,4.1091,44.2625,18.4246,3.5532,10.2202,6.9049,6.6503,12.8475,5.7465,2.2729,33.8592,7.675,117.3149,17.9968,4.8355,1.7766,1.5321,7.5225,4.1958,12.1151,0,Benign
6.5059,4.6914,4.2328,46.5892,5.5085,83.1806,64.3326,1.7636,2.3065,2.5519,13.8634,5.0647,3.9488,8.2841,9.6137,11.1502,13.2543,4.9469,2.3751,7.6421,49.3845,1.7988,5.6348,3.3991,3.7788,7.7946,6.7103,14.7357,1.5344,44.1986,17.964,12.7148,6.1126,6.3444,4.018,0.9187,1.3341,4.0613,18.6587,3.2436,1,WebAttack
25.1299,6.9042,1.889,2.5466,14.6555,15.6941,2.3167,9.0103,16.987,21.3044,1.9038,8.7492,7.8759,7.5103,5.8531,4.3662,25.222,9.9847,11.8566,123.8908,51.4274,2.4896,13.1684,5.7303,3.6359,20.3271,20.7985,1.6874,4.0257,3.646,12.2995,3.5418,3.9488,3.8784,38.9446,9.9443,3.7516,16.4434,6.0158,0.6526,0,Benign
2.4176,2.3075,4.6226,2.1971,3.5953,9.9736,8.3519,2.9663,12.1269,5.3052,14.1011,1.9606,26.8692,1.0147,24.0905,17.2465,2.7455,5.1014,2.3304,5.041,6.8286,3.5297,4.268,5.9694,40.1989,25.1505,78.0661,36.1107,4.3145,13.6213,9.0198,13.7092,6.7298,10.6688,151.7501,4.5858,7.83,46.4915,17.0071,45.23,0,Benign
6.779,2.379,17.0571,6.3402,13.8877,13.0135,17.0389,18.9402,23.5261,5.6933,7.4495,9.3671,5.563,14.7194,3.2992,11.895,26.0591,2.6685,1.5086,39.9047,11.4006,1.9549,5.1282,3.6514,1.8849,4.0225,14.7461,8.6107,70.153,1.5217,21.7907,3.0248,5.3516,4.1749,5.1291,92.9169,2.4353,43.4435,7.193,8.6708,0,Benign
6.2437,9.8103,2.36,2.3263,5.1527,24.4303,6.4575,20.4083,5.9074,2.0896,30.9062,3.1344,31.1966,6.6089,0.3,6.5473,0.5811,6.1809,8.6304,2.7723,47.149,5.0678,22.5363,9.2934,9.4272,14.2048,4.3963,7.4622,7.8774,3.3001,2.2131,6.1395,27.0728,1.2099,9.0281,9.8411,44.7994,97.6697,3.689,2.9967,0,Benign
5.8964,4.4953,4.3781,19.5684,6.4194,4.601,24.7211,41.2705,6.0696,38.1197,2.7363,4.2233,10.3512,22.3685,2.4804,5.7862,6.9884,1.3517,12.3038,2.0475,0.9162,11.7448,9.6616,28.8045,2.7848,13.9356,1.6696,2.7555,4.4136,3.4953,29.8449,3.3526,17.5945,9.5355,35.6073,5.5755,12.3515,66.221,8.3172,47.1577,0,Benign
2.9519,7.9966,6.7326,18.738,5.9949,4.9894,1.379,6.3393,5.1228,5.876,9.6145,11.7933,8.1993,10.2939,0.9867,27.8152,2.9635,36.1164,10.2825,3.841,5.2476,6.0493,5.133,8.2826,1.909,20.9272,8.7729,28.9503,5.079,3.5725,5.1371,3.0412,7.0934,51.6124,4.6648,2.7064,3.9518,111.4219,1.7332,1.1711,0,Benign
9.3301,12.7514,11.8723,6.7986,11.2765,29.5721,7.449,4.8168,20.9776,2.5826,5.6586,4.8596,15.7935,9.177,0.9094,4.3211,12.7153,12.0832,3.9365,4.1231,28.347,2.5042,2.2668,2.6033,10.2332,36.7071,6.5179,0.9356,5.8294,10.2108,8.5502,15.9194,7.1866,18.6352,12.902,29.9172,3.1587,8.7288,1.4777,1.0952,0,Benign
18.4841,73.8952,4.0482,2.7817,3.3962,6.3453,3.6449,4.591,4.0984,25.1534,4.1327,8.513,18.9077,116.7414,3.1019,6.1472,3.968,43.4962,2.3877,27.9657,2.7992,7.6097,2.7009,2.9687,2.1866,6.6051,5.7953,47.5757,9.7152,4.82,0.9011,11.3575,9.9813,35.0581,9.8625,11.0979,2.1783,2.5244,15.4056,11.5935,1,BruteForce
3.7959,15.8566,80.4685,2.1522,14.3547,13.3148,15.4118,70.95,25.9613,1.249,8.7741,12.1907,3.0313,2.1065,27.9412,4.9344,6.8965,7.8962,4.6081,6.8786,2.0649,25.3621,10.3279,27.264,10.0469,3.6092,6.6916,12.1488,5.3975,3.9083,5.8888,19.9418,2.0105,2.5659,5.0134,35.7228,5.653,6.6236,5.6529,5.9077,0,Benign
4.5319,6.3733,20.9295,9.8371,5.8894,2.7899,2.5943,32.2344,5.0851,16.419,11.7448,1.3469,12.4752,10.2356,16.0849,5.3287,18.4509,11.7543,5.5069,13.2163,4.6456,4.0642,2.7004,3.232,12.0962,7.6938,10.8441,2.0761,7.066,5.3956,9.2952,2.8317,3.4401,29.7446,12.4155,1.0462,13.7195,3.203,11.2742,9.6403,0,Benign
0.6134,1.0124,15.1566,261.3076,2.187,4.1833,80.0961,14.7751,4.9002,11.8511,6.5783,2.9467,2.838,1.9225,1638.8046,5.8463,26.2302,3.841,22.7608,10.1765,6.3771,8.0374,3.3713,16.0138,2.6116,24.7268,1.2956,12.1325,6.7516,6.6801,30.9219,76.6201,12.4043,4.576,2.6021,4.0981,8.4979,1.1355,1.7192,2.4255,1,DDoS
2.8264,2.7475,1.5862,5.9602,15.3048,11.5496,21.7327,16.7695,3.1166,17.9283,7.4577,13.8441,9.8887,11.3952,15.2949,2.3044,7.2438,2.2805,9.496,7.4429,6.9343,157.5862,1.5314,77.3599,3.4916,17.5077,3.0503,24.281,15.6144,6.0952,19.33,14.1349,24.1751,18.561,7.3858,8.5885,12.1666,8.264,5.7513,2.7899,0,Benign
3.3868,3.6403,0.7999,6.1234,8.6984,11.9579,0.4958,0.6301,3.3843,2.2679,4.0361,3.7648,46.2925,13.312,1.4856,8.1499,16.2126,11.365,24.6021,16.8971,20.1642,5.2999,1.4197,6.6215,6.3469,10.9616,1.3529,7.5008,15.8209,4.9954,4.0013,13.984,0.3762,3.6714,14.983,22.3292,1.1531,3.7217,3.8756,34.5335,0,Benign
1.6708,2.5837,65.3354,7.4827,40.8801,4.4719,11.2771,1.3946,3.104,25.0414,12.1754,13.9517,3.7681,5.4944,7.5193,10.5454,5.9474,5.4488,5.0944,23.2597,9.4179,5.1472,8.2138,4.3931,4.2745,10.1472,30.8708,15.3629,1.7201,4.5537,16.1041,3.2865,3.4023,4.254,6.3907,19.9869,6.2212,5.2989,8.9189,6.2077,0,Benign
42.8341,4.0954,15.4439,11.534,12.4424,23.5646,35.4738,14.0329,20.1665,2.6219,13.6758,5.4432,39.5555,11.215,10.1468,10.966,1.6138,5.7863,12.5607,8.0088,13.7623,3.3025,8.8438,3.9422,5.909,11.7022,23.7037,15.787,14.1868,7.98,17.4244,1.0983,7.2744,10.9016,16.2001,7.3435,12.6994,66.757,6.6203,0.8525,0,Benign
8.9589,4.4355,2.8037,2.941,20.4668,14.6755,12.7926,33.2542,1.7382,5.4937,7.4874,18.2295,21.3112,18.9506,9.2301,4.4702,19.8644,7.3989,4.0299,2.8132,1.5682,25.0769,47.9034,7.2813,7.7716,4.5703,11.0614,2.9,35.1876,8.7789,3.4624,10.6071,10.2235,1.5633,14.6702,25.9327,9.8578,0.9317,5.7592,2.9294,0,Benign
19.176,3.891,0.8344,8.4566,0.4786,6.9823,16.0492,15.5918,26.9495,21.0853,5.0614,7.8726,4.1235,11.4884,17.7848,22.8314,4.4415,8.0289,8.4198,14.5101,37.9026,3.9004,4.65,2.5716,7.2899,7.8347,9.5307,3.6737,8.4739,12.7725,8.5129,10.9636,13.4432,38.0193,11.0865,7.4004,14.8966,1.0725,8.6148,6.0544,1,BruteForce
20.2585,6.5406,42.4736,0.9095,18.3481,11.6553,28.9604,11.9589,4.1122,7.8769,4.0382,15.3168,5.8613,4.4091,3.9269,18.7601,17.6356,19.1147,8.8212,11.057,18.1593,5.5113,3.2614,11.2691,6.6364,2.2285,33.7046,9.2355,26.3525,2.708,7.3549,3.2784,15.1762,17.0077,8.3533,7.699,10.2565,2.244,7.618,5.3811,0,Benign
9.6803,4.5335,1.5505,5.6998,5.3436,0.8322,19.721,4.2782,10.2567,15.1764,12.0542,15.9103,0.9261,0.8362,11.9886,1.124,2.8619,7.075,3.5961,6.9076,4.4453,8.6171,2.6388,6.3317,6.1273,4.4056,4.048,14.6067,11.6454,5.4545,1.5745,4.3302,4.6524,20.1238,6.6188,10.7103,69.845,13.4589,1.422,12.2475,0,Benign
13.6605,69.0538,26.2253,16.1631,2.3672,5.6196,9.9008,1.2627,6.2132,7.0064,2.4473,22.7306,14.4811,3.0989,4.2635,18.9388,2.9803,5.453,79.0748,8.6075,22.7831,1.9123,7.3163,30.2336,1.5624,15.2503,16.6116,5.7137,22.5068,4.6264,58.9966,1.5329,12.3373,7.5939,4.5047,5.4246,21.8102,4.9835,1.4656,2.2285,0,Benign
8.7623,3.6111,16.1112,3.6781,2.5368,9.7785,31.7171,38.9486,1.5809,2.1738,26.4563,9.6008,3.016,3.5337,5.6082,2.8976,26.0388,3.3619,5.8384,5.1596,3.3262,29.5303,16.3533,19.7407,7.309,3.1252,5.3047,2.5161,10.5445,12.0898,10.4466,3.9735,1.7428,2.5309,26.766,7.8374,5.153,5.4045,6.0376,3.1288,0,Benign
42.7009,8.341,12.4006,2.9988,0.7977,153.8387,1.1997,27.1456,8.2757,83.7264,3.7678,3.0263,3.0881,4.8325,1.8308,1.9945,4.7703,17.3791,10.9028,2.1627,30.4766,11.4369,3.4357,3.5714,4.0741,4.3666,5.6139,1.6275,3.0574,8.1567,9.6902,5.9122,4.5403,8.0976,4.6042,5.7472,24.8779,1.6595,11.969,42.1294,0,Benign
97.3239,7.3058,6.1352,3.3352,24.3652,3.1547,106.7275,41.416,3.0852,7.6807,15.4795,3.5523,3.5056,4.1417,5.0412,3.361,6.8112,34.6783,10.3403,1.7684,5.3304,5.3681,16.1715,0.8335,3.0106,20.4625,9.8508,6.2297,5.3642,11.8675,6.531,140.9365,9.6693,27.943,37.3829,18.3975,4.0775,15.8552,4.2224,31.9344,0,Benign
48.0512,10.7996,12.2222,11.52,10.8972,20.701,41.8723,1.4838,6.4066,8.7498,5.7143,0.7965,17.3865,9.8132,17.3029,19.3502,2.6106,0.7661,5.7867,27.2357,10.3456,2.5725,5.0251,2.6788,5.1289,8.9017,3.1685,28.8447,16.868,24.5085,69.7292,18.8193,29.6609,4.784,3.0058,7.5426,5.8164,21.5306,5.0965,13.8483,1,WebAttack
0.3359,19.4549,0.4561,3.0411,4.0636,4.0161,5.5942,7.1888,7.5565,24.5944,4.1594,9.5015,17.3013,3.5833,17.1619,16.2618,1.6855,11.9769,9.6642,22.2913,4.2925,13.989,8.3666,16.064,10.4173,6.4538,10.3022,3.8878,5.406,16.2056,4.007,11.1819,0.5845,12.6908,3.4484,1.965,3.3847,15.0109,2.3848,5.7043,0,Benign
4.043,8.1341,4.2379,7.9105,6.0304,2.3177,7.1279,1.8471,1.7144,0.4786,12.0447,5.3362,13.9156,7.4626,9.1734,4.0769,3.7951,5.4025,8.0379,17.5105,1.3854,1.8279,23.4317,6.8309,2.0075,1.9087,32.9584,25.057,19.9596,14.3478,2.2901,0.7656,12.0729,27.9911,2.4877,6.9208,22.8293,3.8423,28.9041,61.679,0,Benign
4.2753,1.7085,5.4059,3.6435,17.7991,25.9805,29.7702,3.8628,15.0967,8.4714,9.0714,3.6779,2.9532,44.4431,4.6635,18.3284,27.1821,28.5827,6.9196,1.5699,6.9131,6.6518,1.9055,15.8484,23.8752,6.8428,5.6627,4.9012,8.1649,5.0325,5.0205,7.2832,10.4831,11.4056,99.6654,8.914,2.8777,41.5074,11.6812,61.0604,0,Benign
28.1487,5.4635,3.2933,5.763,34.4114,3.1879,17.4144,9.2679,9.3724,4.9289,18.1163,14.8973,12.2226,1.1593,2.2404,3.538,2.2615,15.815,11.8047,15.3675,10.2113,7.1681,28.4523,5.0376,4.8352,8.4621,14.7248,1.486,37.9135,12.1789,21.4903,2.6083,6.2068,49.3777,1.4734,7.9305,4.798,1.8731,43.5342,6.3779,0,Benign
4.9423,5.4523,3.803,8.4992,3.0644,11.7876,7.6154,16.3354,13.096,43.0434,4.5245,18.0364,19.1251,7.6102,14.6367,9.3691,26.7129,1.7346,2.9506,5.9816,9.7009,7.0566,2.937,17.506,12.4637,47.631,1.5636,18.2151,2.1848,10.4744,43.0929,8.2353,16.3235,7.145,14.9864,4.1321,6.5737,4.0231,3.3836,6.3234,0,Benign
5.3461,12.0812,19.0589,9.4777,3.5095,8.5589,3.7009,5.6116,8.3396,6.3528,3.086,12.1324,3.0035,23.6537,11.2559,16.3703,17.8734,35.5908,3.9074,5.8266,18.2085,12.8257,17.8004,4.7972,2.4848,2.2867,56.4955,4.5549,0.3544,1.0437,7.5447,3.4328,53.0247,13.2486,2.3136,10.3692,38.4282,1.2362,19.0537,2.3113,0,Benign
4.5712,3.5709,2.5034,12.3342,0.9361,4.3847,3.8668,6.7502,5.2218,4.5174,8.222,16.1566,9.9219,32.1487,4.8922,3.5256,10.3841,9.1114,5.8025,9.5244,10.3904,3.994,3.8535,90.9818,6.8497,46.5445,7.4358,40.8271,38.8717,5.0662,2.838,19.2118,2.2609,14.3637,31.3092,0.5262,5.4232,21.274,15.0388,5.8004,0,Benign
5.3524,5.2578,3.4971,10.9587,8.0519,36.43,3.9563,7.5133,8.831,45.0601,6.2504,5.4308,1.1778,1.8847,1.2579,9.5583,7.6808,3.1299,25.9758,19.2926,9.2347,19.3754,7.7128,2.8453,26.9138,3.9708,3.9119,7.0442,3.144,9.7244,25.4017,2.2419,16.6922,12.3552,9.9395,15.9573,14.8369,17.4998,22.0942,6.6175,0,Benign
7.2261,4.1217,3.0818,6.0733,3.9704,9.8872,1.5663,7.6949,5.0316,11.3585,1.2105,0.8905,17.3554,11.3243,1.5767,12.6853,18.9818,6.4296,13.9189,7.7325,2.4739,3.2425,5.0961,3.6669,11.5903,5.1277,6.6502,15.1216,14.0864,4.7257,19.4571,11.8255,2.9351,20.2252,2.2439,8.7313,2.6202,5.4435,10.3033,1.8479,0,Benign
13.0783,18.8167,40.8365,33.4082,24.1492,41.8325,20.3649,3.7283,5.3414,13.7202,23.8862,5.4093,2.2184,9.0674,47.9559,1.0183,4.4093,2.4221,0.9727,10.0187,14.6545,2.1631,7.7283,5.6325,27.8594,0.8462,3.8161,8.728,30.7539,1.7398,1.5002,11.6796,62.7986,6.3305,12.8886,17.8448,4.0193,12.7798,15.853,7.0558,0,Benign
