files_created_sec,files_deleted_sec,files_modified_sec,files_renamed_sec,bytes_written_sec,bytes_read_sec,write_entropy_mean,file_extension_change_rate,access_sensitive_dir_rate,mass_deletion_indicator,encryption_ratio,shadow_copy_access_rate,mft_anomaly_score,symlink_creation_rate,alternate_data_stream_writes,macro_execution_indicators,high_freq_read_write_ratio,temp_folder_exec_rate,system32_modification_rate,Label,Attack_Type
0.1,0.6361,1.0027,0.1613,1.754,4.9765,1.929,1.2468,1.0927,1.2197,1.1749,0.4687,0.5559,0.641,1.4664,0.2142,0.1184,1.4254,1.5136,0,Benign
1.4314,17.1011,0.2092,4.1678,0.585,0.443,3.4557,2.8724,1.5416,9.8041,1.3862,0.0835,4.1475,1.9587,0.2283,1.8569,0.3661,0.9381,1.3298,1,Wiper
2.0791,2.4291,0.974,0.9708,1.4919,2.1063,2.999,1.7371,2.6764,0.0002,0.305,0.0917,0.5232,0.2361,0.9617,0.1577,0.7003,1.4363,0.243,0,Benign
0.0449,1.3174,0.1015,0.8597,0.1808,1.1128,3.5988,1.7519,1.6583,2.3763,3.4709,0.1764,0.8143,0.3736,0.4786,0.1563,0.446,1.0704,0.374,0,Benign
0.1629,2.1641,2.8429,1.9594,0.0917,2.2329,3.6722,1.5775,1.8322,1.7189,2.5513,0.5179,0.0176,0.9601,0.5893,0.6739,0.9638,1.3047,1.3086,0,Benign
0.5858,1.9449,1.4897,0.0254,2.2239,0.3735,3.863,5.4139,1.5195,0.2719,0.3782,1.025,0.3056,2.664,0.2196,0.7052,0.2073,0.6458,0.0518,0,Benign
0.1443,1.7534,0.5265,1.0407,0.0379,0.3878,4.31,2.0109,0.878,1.0495,1.0699,0.1187,0.6622,0.7924,0.8735,0.569,0.6814,0.1823,0.73,0,Benign
0.4709,1.4563,2.5626,0.2649,0.0133,3.2006,3.7314,0.8002,1.7673,0.4763,0.9481,0.043,0.2542,0.0799,1.207,0.0985,0.8139,0.7661,2.727,0,Benign
0.7525,0.5036,33.4676,0.4919,0.4666,0.1269,7.9062,4.4548,0.0238,2.8789,1.0727,2.8037,0.0859,0.0728,1.7862,0.0567,0.3814,1.7525,0.7331,1,Ransomware
0.8238,0.2701,22.0978,89.2947,0.945,1.6261,7.7879,7.5122,2.8966,0.2201,3.1399,6.2795,0.0475,1.3955,0.1151,0.0644,0.9183,2.2395,0.3772,1,Ransomware
1.2872,0.0338,0.0668,0.3044,1.5679,0.43,4.4297,0.6703,2.207,0.096,0.6458,0.7986,0.1037,0.5856,0.5976,0.1298,0.884,0.8889,0.4302,0,Benign
3.2301,0.6222,0.6816,0.6244,0.9858,1.4358,3.7105,0.1312,0.9653,1.0651,0.3737,0.8195,0.5652,1.231,0.1122,0.4699,0.5209,0.2842,0.9934,0,Benign
0.1329,0.7007,0.7662,0.3577,0.2938,2.086,2.717,0.5913,0.2381,1.3741,0.0685,0.565,0.4444,0.1915,1.9909,2.0079,0.3182,0.7123,0.4318,0,Benign
0.6329,1.1965,1.8981,0.1347,0.5584,2.5267,3.54,0.9493,0.0518,0.6853,0.0254,0.4697,0.396,5.5442,0.0028,0.1075,0.2868,0.1165,1.6184,0,Benign
1.0267,1.5376,1.5822,1.1898,1.0544,0.8717,4.3249,0.4436,0.177,1.7106,1.6069,0.5556,0.6332,1.2076,0.3296,0.321,0.4417,1.703,3.9182,0,Benign
0.5693,0.9227,1.1424,0.3344,1.6373,0.4963,4.1948,1.5942,0.1669,0.1157,0.6845,1.0004,1.7506,2.0791,0.7239,0.8564,0.676,0.3944,0.891,0,Benign
2.389,0.6786,0.5759,0.6369,1.6749,0.2812,3.6104,0.7616,1.505,0.6152,2.4858,0.5921,0.0023,0.8214,0.282,0.2352,0.7947,0.6872,1.193,0,Benign
3.4906,1.7594,0.1299,0.9814,0.4771,0.2122,2.9956,0.2123,0.7554,7.4455,0.209,1.743,3.1333,0.7599,0.9664,1.6467,0.6946,2.8262,2.0844,1,Wiper
2.8796,0.8764,0.5626,0.6639,1.0966,4.0289,4.4665,0.4775,0.7765,2.2998,0.8442,0.0589,0.2208,0.3841,1.1802,0.823,0.6494,0.9587,0.1359,0,Benign
0.2405,0.6896,0.4178,0.4633,0.7142,3.1489,3.4677,1.0553,1.1481,0.3565,0.2242,0.4372,0.0079,0.9052,1.4686,0.0518,0.208,0.2621,1.9326,0,Benign
1.1731,1.7496,0.6402,2.8082,0.4865,1.6225,3.1446,1.1179,1.9739,0.9526,0.5743,1.5265,0.8153,0.0351,1.8138,4.8368,0.3833,10.01,1.1231,1,FilelessStager
1.2263,2.3703,0.6038,0.1359,0.3722,0.0475,4.0891,1.6486,0.7176,0.33,0.5415,0.3318,0.5144,1.0417,0.7302,0.3002,0.5449,0.0986,0.5543,0,Benign
2.043,0.3391,11.953,41.4458,2.513,0.5383,7.7264,7.1314,0.4073,1.4055,2.6164,3.9279,0.3722,1.3086,0.2959,0.6666,0.2153,0.0219,0.8001,1,Ransomware
0.132,0.0889,1.121,0.1329,4.8304,0.1267,3.5243,0.9047,1.6465,0.6334,0.253,0.651,1.6052,0.6558,0.8563,1.1813,0.3582,0.3368,1.2593,0,Benign
1.1579,2.327,1.1746,0.0139,0.1285,40.3436,3.2992,0.34,0.7135,1.82,1.1555,0.4365,3.6148,1.5396,0.1694,0.2275,7.0859,1.812,0.7148,1,DataExfiltration
2.8782,0.4546,1.1939,0.012,0.0191,1.015,4.6938,1.3156,0.4774,0.3734,0.9098,1.0715,1.6858,1.3465,1.2684,0.2308,0.2448,0.8352,1.1248,0,Benign
0.8603,0.9398,2.2344,0.9561,1.8027,0.3343,3.7969,0.7459,0.5703,2.3776,6.0156,0.1391,0.6098,1.8515,0.9454,4.0698,0.2587,2.186,1.8736,0,Benign
7.2704,0.0021,1.2114,0.4739,0.0766,0.5184,6.8234,1.2839,2.0585,0.3247,1.5977,0.1522,2.0389,3.4435,2.6164,0.1391,0.9126,1.2112,2.1424,1,ZeroDay_FileDrop
1.3187,0.6053,2.2158,2.1877,0.7129,84.113,3.7639,0.2737,1.8372,1.4607,1.7995,2.0907,0.4698,0.4824,0.9689,0.015,1.3958,1.5609,2.4058,1,DataExfiltration
0.3649,0.2365,0.0928,0.574,1.3216,0.8483,3.5011,0.6596,0.504,0.8441,0.4128,0.2488,0.2978,0.3914,0.7678,0.4215,0.7737,0.1743,0.2262,0,Benign
0.0974,1.0642,0.1615,0.2572,2.7689,0.8368,2.0267,0.8563,0.5726,0.2138,0.3566,0.455,1.6944,0.0576,0.8248,0.7155,0.8382,0.6508,1.8356,0,Benign
0.125,2.5903,0.067,0.2799,0.1406,3.4554,2.7803,1.3313,0.1982,0.0432,0.603,0.6185,2.0202,2.4159,0.5405,0.1221,0.2447,0.2896,0.8552,0,Benign
0.0076,0.3178,1.1599,0.1698,0.4743,0.0717,4.2412,0.1627,0.0607,0.7193,1.0233,2.4826,0.0402,1.3667,0.2006,2.688,0.9971,2.3838,0.1359,0,Benign
0.568,1.6829,1.4466,0.0096,1.0176,0.2048,4.198,0.4364,1.0854,0.063,1.1409,1.9542,2.0357,2.4931,0.5164,0.845,0.412,2.3442,0.3109,0,Benign
1.0312,0.7912,0.9708,2.5892,0.8032,0.2908,1.9909,1.0313,0.0357,0.2032,1.046,1.8284,0.8233,0.4424,6.1426,5.8803,0.6373,5.7154,0.7741,1,FilelessStager
0.4027,0.8827,3.7945,0.0529,3.7133,14.457,2.8536,0.4269,0.4211,1.1582,0.8784,1.3411,1.0374,0.7037,0.295,1.0006,6.4559,0.4659,0.1067,1,DataExfiltration
0.0093,0.0271,0.2124,0.9457,0.4981,1.8502,2.9395,1.0828,0.7441,0.2553,0.5201,1.0886,0.4788,0.9607,0.4431,0.0811,0.3571,0.5633,0.0074,0,Benign
2.4887,0.5686,15.1667,3.9263,4.6799,2.8724,7.6534,5.0028,0.8367,0.0173,1.4373,5.7737,1.6195,1.4531,0.2301,0.0171,0.6754,0.3568,0.2744,1,Ransomware
0.955,0.052,0.1473,2.1788,2.7364,0.0631,3.1413,0.4812,1.0221,1.5177,0.6381,0.8837,1.4082,0.0859,0.1843,1.8537,0.1884,0.0255,0.7847,0,Benign
0.4119,0.2238,0.2996,0.4796,1.19,0.2044,2.7908,0.2828,2.5296,1.6578,0.3229,3.311,0.8897,0.4424,0.7369,0.2947,0.8036,0.1116,2.2278,0,Benign
1.4453,0.8226,0.1058,0.1235,0.1654,1.3487,4.7243,0.0113,0.5804,1.7222,0.5857,0.0462,1.2615,0.0765,0.1596,0.1476,0.3991,0.9419,4.7145,0,Benign
2.3145,0.6692,0.4718,5.5636,1.321,0.3088,3.4176,0.1854,0.5074,4.341,0.9736,0.3035,0.7943,1.3686,0.0807,1.8406,0.316,0.5921,3.849,0,Benign
0.1013,1.2477,1.8622,1.1319,0.1359,2.2493,3.8218,0.0027,0.6062,1.1222,1.0293,1.1492,0.4896,0.3547,2.6487,0.5262,0.3166,0.0981,0.3561,0,Benign
0.4019,1.2379,0.6497,2.737,1.0747,1.1711,3.432,0.2404,0.3338,0.9518,1.0873,0.5072,0.0515,0.6296,1.5176,2.5044,0.5263,1.069,0.5828,0,Benign
0.5365,0.1442,1.0408,1.0821,0.1306,1.2532,1.7117,0.6361,1.1656,0.6187,0.3935,0.2326,0.7612,0.2368,0.5286,3.2324,0.1448,0.5544,0.3062,0,Benign
1.7639,0.044,0.5163,2.9223,1.5097,0.0081,1.964,1.0798,2.119,2.0368,1.3794,0.8502,0.6208,0.2768,1.7161,0.3719,0.6089,1.7414,0.8854,0,Benign
0.5778,0.3278,1.9202,0.3833,1.7584,0.6117,4.3927,0.3752,0.2039,1.4527,0.1718,0.0264,1.0136,1.4738,0.0747,0.0461,0.2227,3.6961,0.4303,0,Benign
0.4146,0.3841,0.0497,1.2004,0.7719,3.0586,3.5924,1.3278,0.4789,0.8538,0.0194,1.2659,0.1695,1.7132,1.0311,0.1799,0.4153,6.2355,0.1583,0,Benign
0.5938,124.0282,0.0644,2.0917,1.2628,0.1498,2.2564,0.8534,3.1634,9.3759,1.0105,0.3181,8.0346,0.3147,3.7075,3.9341,0.1609,0.0118,0.103,1,Wiper
0.4665,0.7498,0.7466,2.7481,1.2603,0.6986,2.5489,0.289,0.5665,0.5979,0.4356,1.4239,0.1632,0.4442,0.5923,0.7943,0.6126,0.4521,0.9488,0,Benign
0.551,0.0413,0.5384,0.7321,0.7649,4.9889,3.2129,0.7982,0.3928,1.5689,1.0891,1.2579,0.565,2.6058,0.9949,1.9915,0.8824,1.1384,0.5871,0,Benign
2.4356,2.0601,2.2357,19.0374,0.8647,1.6454,7.9883,9.612,6.3796,0.3623,2.3247,4.8276,0.3253,0.6863,0.3748,0.0834,0.1235,0.1928,0.7623,1,Ransomware
0.1782,1.3885,1.9613,0.7015,0.1745,0.3037,3.6027,2.2583,0.2803,2.6719,0.258,0.4883,0.6587,1.3709,1.2287,0.0085,0.1217,0.6205,0.0922,0,Benign
2.9463,0.0196,0.4605,0.4521,0.2125,3.9565,2.8671,0.1518,0.6995,1.1743,1.2713,0.2557,1.982,0.0122,0.2437,1.1168,0.3378,0.2158,0.456,0,Benign
0.8249,0.1898,0.5873,0.7319,0.9109,0.0828,4.331,0.2178,0.0778,0.5322,0.5039,0.8623,0.5166,0.1635,1.3631,0.9381,0.4463,0.3959,4.0489,0,Benign
1.6884,1.3842,0.3891,0.1476,1.307,1.063,3.5966,3.2412,2.0118,1.3686,0.1324,1.4927,0.6826,0.2256,0.8971,1.007,0.7976,1.0636,0.6583,0,Benign
1.9031,0.0126,0.0142,0.4572,0.0774,3.0846,3.6512,0.4574,2.4842,0.162,2.3266,0.262,0.8674,0.007,0.6366,1.9247,0.2189,1.1325,0.2382,0,Benign
0.4145,0.6467,1.1299,1.032,0.1423,1.4855,4.2384,0.2706,1.9074,0.9057,1.1148,1.6932,0.99,1.9673,0.4336,0.1052,0.4231,0.3359,0.1427,0,Benign
0.3695,1.1529,35.561,5.5013,0.5822,3.0849,7.958,9.1838,0.5515,1.9616,1.3247,3.9405,0.7798,0.7403,0.7641,0.7866,0.3156,0.1924,3.7443,1,Ransomware
0.163,1.5362,0.0551,0.3423,0.3897,0.7477,4.3295,0.0474,0.1224,0.8394,0.8186,1.3177,0.0247,0.2413,0.385,0.6386,0.5102,2.7478,0.6617,0,Benign
0.2896,0.9028,2.1327,0.6154,2.0064,33.3507,4.0588,1.1362,9.1978,1.7971,0.4211,0.398,0.9658,2.2853,1.6066,0.8196,5.1382,0.4137,0.1344,1,DataExfiltration
0.1127,0.7485,1.1364,0.3147,0.6374,1.1515,4.0487,0.483,1.0163,0.6131,1.3213,0.5454,0.3306,3.5693,0.6038,1.5012,0.3,0.8211,0.0203,0,Benign
0.4813,0.9096,2.1708,0.3615,0.5221,21.7367,4.0003,0.3808,0.075,1.9175,1.7706,0.5804,2.8394,0.1956,0.9647,0.8029,5.4915,0.0073,0.3957,1,DataExfiltration
0.5134,2.4007,2.4492,59.7333,1.6519,0.7058,7.6497,4.4403,0.0123,0.0082,0.8979,2.8116,3.7028,0.5957,1.0744,1.1508,0.8329,0.9613,0.117,1,Ransomware
0.9296,0.3351,0.0714,1.3587,1.6632,1.7923,3.1073,5.4454,0.3522,0.2234,0.8208,0.3952,0.5588,0.4778,3.9562,5.1464,0.8161,6.6144,2.2146,1,FilelessStager
0.8201,0.3739,0.0123,3.246,0.29,0.6939,2.24,0.4406,0.3394,0.2296,2.1726,1.5991,1.0407,0.2537,1.3051,0.0393,0.9822,1.2258,3.9575,0,Benign
0.0187,1.6464,0.2618,2.367,0.1755,0.6591,2.5858,0.0063,2.1676,0.0651,1.6325,1.9205,1.9344,1.598,0.7113,0.6098,0.6624,0.0345,0.8071,0,Benign
1.7757,0.4197,0.6989,0.0717,0.9539,0.8099,3.7313,3.8758,0.465,0.349,0.0318,1.587,1.7689,3.3238,0.8114,1.777,0.5343,1.0558,0.1883,0,Benign
1.4927,0.1307,0.2108,0.436,0.1025,1.9581,2.9781,1.6683,0.6586,0.0974,0.4619,1.6535,0.3045,1.2215,0.4324,0.0665,0.1321,0.4462,1.3154,0,Benign
0.098,0.2372,0.4977,0.741,0.485,0.0758,2.0606,0.1582,1.318,1.2897,2.5481,1.4714,1.2066,0.0305,0.9278,0.8161,0.7596,0.7839,0.8424,0,Benign
1.0728,0.7883,0.736,0.5465,0.8167,1.6525,3.1724,1.3028,0.2164,0.6473,0.4099,0.379,0.1379,0.2428,0.2479,0.9683,0.8125,0.4245,1.8778,0,Benign
0.6261,0.1681,3.6763,0.3213,2.6954,0.2551,2.7678,0.0818,0.1114,2.1229,0.8763,1.6273,0.0067,1.7174,2.0193,0.038,0.662,0.0822,0.0242,0,Benign
0.9315,0.2032,0.7374,0.7618,0.1225,0.1653,3.7153,1.4448,0.0814,0.4994,0.2614,0.065,0.0211,2.811,0.2322,2.1234,0.2087,0.466,1.295,0,Benign
0.6076,0.6991,2.1863,0.0628,0.0881,2.3367,2.0783,1.4934,0.292,0.1915,0.7641,0.6649,1.2777,2.0247,0.887,0.5435,0.292,2.6694,0.5814,0,Benign
3.4215,259.1072,0.5521,1.5582,0.4427,0.8571,3.3725,0.6229,1.2458,10.5086,0.0789,2.0462,5.8092,0.0858,1.2981,1.0763,0.3579,1.9859,0.2449,1,Wiper
0.2905,2.8683,0.5361,1.3523,1.4798,0.1091,2.7494,0.1539,1.4757,2.7752,0.4656,1.3864,1.7216,1.2073,0.7844,0.6065,0.5288,4.4827,0.261,0,Benign
0.9077,1.1419,0.9755,4.2441,0.053,0.1391,4.3347,0.8233,4.9525,0.5867,1.1559,0.4136,0.3632,0.2669,0.8757,0.0778,0.423,1.2765,0.0586,0,Benign
3.4254,0.0339,1.1151,1.1549,1.0055,0.408,2.6145,0.857,0.0299,0.4003,1.1429,1.3083,2.8627,0.4782,3.4446,2.6486,0.3692,0.9118,1.2755,0,Benign
1.3819,1.0299,1.2759,0.4929,1.7832,0.5914,4.1895,0.2502,0.9536,1.1162,0.7123,1.1565,0.5306,1.448,1.041,0.5928,0.5656,3.724,0.2432,0,Benign
0.0567,0.9445,1.3282,0.528,1.2124,0.0142,2.7197,0.0721,0.2526,2.3148,0.1135,0.4244,1.5949,0.0187,0.2726,2.3604,0.1404,0.1243,1.2634,0,Benign
9.9316,2.9535,1.8261,0.1378,0.5097,0.0884,6.9966,0.347,0.1534,0.7487,3.1394,0.2215,0.1297,5.4755,0.2561,2.02,0.6264,0.6007,3.8904,1,ZeroDay_FileDrop
1.6487,0.4192,1.5973,0.2682,0.0846,0.2725,2.5296,1.9596,3.9914,0.8819,0.311,0.3278,0.241,0.0719,0.135,0.2622,0.8155,0.4444,1.1807,0,Benign
0.8296,1.2018,0.0284,0.0215,1.4201,0.7779,4.8678,1.3496,0.9503,1.23,0.0216,2.7953,1.0113,1.5196,0.614,0.2726,0.92,2.6851,1.98,0,Benign
1.7162,0.0706,1.3833,0.1447,0.6657,0.2068,3.6449,0.0759,1.6487,1.1278,0.7928,0.1918,0.0281,0.0787,1.0211,0.0685,0.1513,2.2045,1.4657,0,Benign
0.4259,2.8045,1.1831,2.6298,1.1347,3.1623,3.2971,0.0375,0.0003,0.829,0.2051,0.2789,0.6427,0.0163,1.0561,0.5249,0.3193,0.8132,0.2474,0,Benign
0.4627,0.6835,0.5434,0.5123,0.3015,1.2955,2.7823,0.4514,1.9672,2.5215,2.9878,0.3891,0.0195,0.1582,2.2821,0.4643,0.2387,0.5219,0.8794,0,Benign
0.0699,0.8396,0.0262,0.6958,2.0161,0.3275,3.9794,2.8586,0.2057,0.5165,2.0963,0.2034,0.2374,0.0115,2.7173,3.9363,0.9769,4.6225,0.7325,1,Malicious_Macro
0.5794,2.8482,2.0558,0.9313,0.0401,0.1779,4.3628,1.4518,0.391,0.3369,0.6637,0.5355,4.0393,0.6662,1.1389,1.8004,0.1666,1.3492,2.0724,0,Benign
2.2185,2.1698,1.306,1.3788,2.0636,1.8494,2.7923,0.5013,0.8128,0.0031,0.6066,0.628,2.2653,1.5881,0.157,1.6546,0.8194,0.3988,0.4873,0,Benign
0.1514,0.2048,3.6705,1.471,1.2651,0.0857,2.1453,0.166,1.1584,0.0678,0.3245,1.136,0.5568,0.1586,0.5241,0.2994,0.5394,0.0827,1.1299,0,Benign
0.2843,0.6583,0.2239,2.7277,0.9551,0.8552,2.8932,0.9607,0.0003,4.2937,1.1834,0.7068,0.0497,0.3522,0.5841,2.3897,0.2924,3.2125,2.2694,0,Benign
0.8392,0.1275,0.6011,0.136,0.3739,0.2362,3.6077,0.3814,1.201,1.2867,1.4404,0.702,0.4082,1.1199,0.5487,2.7234,0.869,0.9103,1.0885,0,Benign
0.0992,1.2262,1.6463,0.4761,1.5301,0.6753,4.7161,0.0312,1.4519,1.3423,1.6054,1.1997,3.3156,1.1628,2.1954,6.4931,0.8586,6.0072,0.3529,1,Malicious_Macro
1.4553,0.0956,0.7311,1.2035,0.1514,4.0169,3.9368,1.6923,0.1734,4.7758,1.2253,0.6605,0.0484,0.6724,1.0671,1.0073,0.7139,2.8066,1.7457,0,Benign
0.8864,4.3186,1.5769,2.474,0.6803,0.1156,3.5227,0.0019,0.3451,1.9243,0.3691,1.1205,0.3075,0.6294,1.7818,0.9838,0.3159,0.2166,1.1768,0,Benign
1.4958,0.1496,2.5004,1.7826,4.2141,0.4304,3.2676,0.3624,0.7156,0.1004,3.7087,1.1314,0.9471,2.1872,0.3393,1.9955,0.4587,0.3894,0.8016,0,Benign
0.9052,1.1422,1.0858,1.6055,0.1215,5.1051,3.6051,0.4075,0.546,0.9167,0.1537,0.155,1.2685,0.1048,0.6799,0.0213,0.7125,0.5651,0.0749,0,Benign
0.3297,0.1611,0.4982,0.6537,1.7817,1.2149,3.6596,2.023,1.8778,0.5414,0.0803,0.6971,0.1817,1.0725,0.3817,0.2511,0.8804,1.1987,1.7539,0,Benign
0.8021,0.1308,0.1791,0.0506,0.3673,0.4265,3.8975,4.3103,0.532,0.1252,0.3376,2.8194,1.5476,2.7722,1.6461,0.6664,0.3331,0.8855,0.4834,0,Benign
0.1373,0.4775,4.0981,1.1192,0.7643,0.784,2.5453,0.2893,1.2155,0.8579,0.2748,0.6428,0.5292,1.6727,0.9954,0.1234,0.1352,0.9802,0.2091,0,Benign
4.9088,1.4296,0.8027,0.1543,0.1279,2.2991,4.1152,0.7901,0.8663,1.4282,1.6806,0.4266,0.4183,0.3464,0.0288,2.0056,0.1444,0.2399,1.7633,0,Benign
0.9052,5.0994,1.2921,0.2825,0.9997,0.7407,4.0682,0.3992,0.6077,1.2367,0.6094,0.0467,1.4379,0.6636,0.4311,2.7882,0.1371,0.223,1.0596,0,Benign
0.5381,2.5339,0.1591,0.5351,1.7498,0.0361,3.365,0.5156,1.0282,0.7201,2.1825,0.2343,0.2106,0.6707,0.7847,2.5567,0.2321,0.554,0.1803,0,Benign
0.9091,0.5623,2.7091,3.7709,0.6465,0.3711,2.8006,0.8667,0.211,0.4543,6.0785,2.7199,0.6405,3.0206,3.0953,6.3426,0.9451,4.276,0.1266,1,FilelessStager
1.5522,2.1003,0.0868,1.9869,0.2228,1.6126,3.071,2.9254,1.0305,0.422,1.4802,0.9086,1.1301,0.9516,0.1113,0.3045,0.4793,0.2335,1.2763,0,Benign
0.3671,1.7623,0.5227,0.8123,0.1685,0.7208,2.4638,0.5287,1.5757,0.2859,0.1812,1.8226,1.381,0.3098,1.3938,0.7834,0.6885,1.3769,0.6261,0,Benign
0.9974,0.2046,1.147,0.7457,1.0121,0.1636,2.3314,1.4636,0.3933,0.9897,1.1232,0.5163,2.9531,3.547,0.0484,0.3664,0.8278,0.9505,0.6748,0,Benign
2.5167,0.2372,0.0841,4.1518,0.0489,0.2535,4.9317,1.43,0.0639,1.5692,1.1446,0.3083,1.287,0.2877,0.1863,2.4604,0.4054,2.4769,1.0521,0,Benign
3.3842,0.4224,0.0265,0.4428,2.8793,2.2429,2.3555,2.0919,2.8518,1.2838,0.7284,1.1817,0.5638,1.9993,1.4615,0.6739,0.4515,1.0527,0.5129,0,Benign
6.8113,0.0065,0.5876,3.7072,1.0575,0.0585,7.2891,1.6559,1.8033,0.04,2.1873,0.6645,0.4996,3.6057,0.7724,0.7006,0.5039,4.2823,0.2072,1,ZeroDay_FileDrop
0.1385,0.2728,1.0789,0.5184,2.2119,0.2403,4.1568,0.3139,0.0094,1.2435,4.8557,0.5696,0.7929,4.9972,1.5175,1.027,0.6048,0.6321,0.5219,0,Benign
0.5444,0.0342,0.0026,2.824,1.0014,0.1069,3.4385,2.8559,2.7782,0.8288,0.4856,1.2051,0.1185,0.629,0.2586,0.0525,0.2175,3.551,0.4847,0,Benign
0.072,0.5112,1.0629,1.2798,1.5087,0.6127,3.8803,1.0672,0.106,2.1843,6.0812,1.9219,3.1216,0.8688,0.0066,0.1263,0.8184,0.2463,0.5235,0,Benign
2.1568,5.3457,1.4912,2.1272,0.5885,0.7574,4.6723,0.786,0.377,4.2407,0.4981,0.1628,0.8355,0.9317,0.9393,0.5007,0.535,1.6389,0.2187,0,Benign
3.531,0.2214,1.0732,0.1849,0.4801,0.9705,4.8502,1.7927,0.0915,1.0459,0.8009,3.3301,0.2565,0.3021,3.6505,4.3086,0.2806,9.8795,0.9319,1,Malicious_Macro
0.0086,0.9962,1.2085,1.0445,1.0596,0.0245,2.8591,0.1366,0.735,2.7297,2.3888,1.1756,2.7591,0.1901,0.6087,0.5249,0.3763,3.9484,0.172,0,Benign
1.3609,1.1499,0.6169,0.0467,0.2906,0.7135,3.475,0.8547,0.2068,1.4502,2.7527,0.4014,0.3622,3.6692,0.0203,0.0518,0.1939,0.3619,2.3199,0,Benign
1.333,0.705,1.8444,0.8131,2.415,1.105,7.086,0.5692,0.3547,0.7461,2.2418,3.4295,1.3531,3.4292,0.8598,0.7032,0.4772,0.3276,0.2727,1,ZeroDay_FileDrop
0.1741,0.2269,45.407,10.2205,1.4749,0.0459,7.8944,4.7046,1.4882,1.4972,1.5001,3.1967,0.0917,0.0329,1.5893,0.3851,0.8998,0.1833,2.317,1,Ransomware
2.1461,1.1746,0.0946,1.7098,1.2241,1.7678,3.8776,3.7983,0.5372,0.5084,1.8746,0.3303,2.1106,0.3205,0.8818,1.6269,0.5082,0.4281,0.2393,0,Benign
0.3431,0.0132,3.0931,0.0799,0.0068,17.7986,3.5804,0.8759,0.6717,0.3524,0.6724,1.2964,0.5445,1.0994,0.3412,0.8806,4.7119,1.9476,0.3568,1,DataExfiltration
1.4991,0.1914,0.3098,0.9402,0.2888,1.3161,3.3028,3.0785,0.0648,0.4393,0.6312,0.5671,0.7411,0.1091,0.0625,0.7685,0.3991,1.6242,0.2526,0,Benign
0.2366,0.5191,1.0995,0.3026,0.3465,1.9372,3.8403,0.7899,0.3249,0.8012,2.947,0.1467,1.4936,0.2117,0.4979,0.6058,0.6951,0.2881,0.489,0,Benign
0.9856,1.3111,0.6597,0.0114,0.2794,1.2126,3.5827,0.1582,3.0201,0.8131,0.3755,0.389,0.1422,2.4957,0.4577,3.5684,0.5579,0.581,0.1526,0,Benign
1.9729,0.1373,0.5894,0.3563,5.9598,1.2119,1.7742,1.3403,1.2339,0.9715,1.2866,1.247,2.4241,0.2493,0.2371,0.138,0.3744,0.6047,1.4422,0,Benign
1.5755,0.7626,1.0028,1.1332,0.086,0.1901,3.1957,0.0713,1.0292,1.3683,0.1084,0.0065,1.5015,2.4932,1.9596,0.7587,0.3794,1.0842,0.761,0,Benign
1.0486,1.3829,2.3214,0.7878,0.7241,0.9861,3.56,0.4123,0.5829,1.2296,0.4535,0.9098,1.6633,0.8869,4.8355,6.7062,0.2436,11.5842,3.6236,1,Malicious_Macro
1.6706,0.5405,0.3579,0.2034,0.5319,0.4635,2.7087,0.7673,0.428,0.6047,0.4313,0.515,0.884,0.8682,2.1986,0.6349,0.1901,0.3591,1.5726,0,Benign
0.365,1.0514,0.1574,3.4801,3.3305,1.565,2.9721,1.3688,1.1151,1.9541,0.9805,0.2146,0.0729,0.0433,1.1775,2.5454,0.245,1.6844,0.6782,0,Benign
0.201,1.4691,1.805,0.3003,0.3335,1.7674,3.7993,1.5481,1.2999,0.6434,0.1036,0.7351,1.0915,1.21,0.6819,0.7971,0.956,1.4287,2.2123,0,Benign
2.06,1.6121,1.5339,1.3634,0.144,2.5958,2.4569,0.0131,0.1727,3.32,1.0792,0.8446,0.0095,2.6194,0.331,1.2283,0.5618,1.4178,0.0442,0,Benign
0.7646,0.026,1.9273,1.5749,2.3399,0.6133,2.3589,1.2058,1.7464,2.83,1.1937,0.6025,0.064,0.9575,2.5255,2.8747,0.754,5.099,0.0279,1,FilelessStager
0.4979,0.2565,1.6646,1.2721,0.2192,0.0711,2.7694,1.8871,0.176,0.6643,0.2346,0.3082,2.2351,0.5508,0.6892,1.1042,0.6848,2.595,0.5572,0,Benign
0.3654,3.2954,0.3124,1.1393,0.4311,0.4009,4.3552,3.8432,0.8282,0.8308,0.0455,0.691,2.2863,0.3095,1.252,0.6944,0.3692,0.2135,0.1443,0,Benign
2.3553,1.1846,0.2918,1.2488,0.3452,0.3534,2.5072,0.3647,1.4095,0.9962,0.4738,0.282,3.1655,1.0948,1.5409,0.1964,0.9529,2.0591,2.3679,0,Benign
0.9198,0.4207,0.0875,0.3775,4.5692,0.2368,2.5481,2.1664,2.2339,0.0742,1.3234,1.1176,1.0529,0.1923,2.8583,4.7617,0.1444,9.931,1.4014,1,FilelessStager
0.7064,0.2338,0.3498,0.8802,0.3033,0.3681,2.6128,1.4358,6.9354,0.358,0.2881,0.0438,1.4113,0.6833,2.6032,2.8455,0.6403,2.6465,7.5929,1,Persistence_Files
